Hs-PLTP,2000,1000,T101393-PLTP,"p1@PLTP"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T011776,t101393,2,008.0000,1.0,p1@ADAMTS15,170689,16305,Q8TE58,ADAMTS15,"ADAM metallopeptidase with thrombospondin type 1 motif 15","gene with protein product"
1082,T004026,t101393,402.0000,0.200298953662,p3@SVIL,6840,11480,,SVIL,supervillin,"gene with protein product"
1083,T101393,t186733,401.0000,0.200099800399,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1084,T016454,t101393,401.0000,0.199701195219,p1@PRDX5,25824,9355,"A6NC19,A6NG06",PRDX5,"peroxiredoxin 5","gene with protein product"
1085,T101393,t192958,401.0000,0.199502487562,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1086,T090824,t101393,400.0000,0.199302441455,p4@C1QC,714,1245,,C1QC,"complement C1q C chain","gene with protein product"
1087,T064247,t101393,396.0000,0.197506234414,p13@C1QTNF1,114897,14324,Q9BXJ1,C1QTNF1,"C1q and tumor necrosis factor related protein 1","gene with protein product"
1088,T099441,t101393,397.0000,0.19741422178,p1@VPS16,64601,14584,"Q5JUB0,Q5JUA9,Q9H269",VPS16,"VPS16, CORVET/HOPS core subunit","gene with protein product"
1089,T101393,t119168,395.0000,0.197007481297,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1090,T101393,t175821,395.0000,0.19671314741,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1091,T057359,t101393,393.0000,0.196009975062,p1@MMP28,79148,14366,"Q9H239,F5H6H9",MMP28,"matrix metallopeptidase 28","gene with protein product"
1092,T101393,t159170,394.0000,0.195533498759,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1093,T063501,t101393,392.0000,0.195219123506,p13@CYGB,114757,16505,Q8WWM9,CYGB,cytoglobin,"gene with protein product"
1094,T020180,t101393,388.0000,0.193227091633,p5@IGF1,3479,5464,P05019,IGF1,"insulin like growth factor 1","gene with protein product"
1095,T002492,t101393,386.0000,0.191944306315,p2@MGMT,4255,7059,"P16455,B4DEE8",MGMT,"O-6-methylguanine-DNA methyltransferase","gene with protein product"
1096,T101393,t154179,385.0000,0.191066997519,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1097,T019537,t101393,382.0000,0.190049751244,p1@AP2A2,161,562,"E7EVC3,C9J1S3,O94973,E7ESQ4,E9PNC4,E9PJJ7,E9PR62",AP2A2,"adaptor related protein complex 2 alpha 2 subunit","gene with protein product"
1098,T101393,t114539,381.0000,0.189930209372,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1099,T023063,t101393,381.0000,0.189552238806,p3@HEBP1,50865,17176,F5GWX2,HEBP1,"heme binding protein 1","gene with protein product"
1100,T043376,t101393,375.0000,0.186846038864,p5@BMF,90427,24132,Q96LC9,BMF,"Bcl2 modifying factor","gene with protein product"
1101,T005095,t101393,374.0000,0.186069651741,"p1@ERCC6,p1@PGBD3","2074,267004","3438,19400","Q03468,Q8N328",ERCC6,"ERCC excision repair 6, chromatin remodeling factor","gene with protein product"
1102,T101393,t143170,373.0000,0.18594217348,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1103,T101393,t163437,371.0000,0.18522216675,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1104,T093145,t101393,370.0000,0.184354758346,p2@RAB42,115273,28702,Q8N4Z0,RAB42,"RAB42, member RAS oncogene family","gene with protein product"
1105,T101393,t116493,369.0000,0.183582089552,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1106,T101393,t164080,367.0000,0.18295114656,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1107,T101393,t187068,365.0000,0.181863477828,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1108,T056032,t101393,365.0000,0.181411530815,p2@ALKBH5,54890,25996,Q6P6C2,ALKBH5,"alkB homolog 5, RNA demethylase","gene with protein product"
1109,T040642,t101393,363.0000,0.18077689243,p2@C14orf1,11161,1187,Q9UKR5,C14orf1,"chromosome 14 open reading frame 1","gene with protein product"
1110,T009728,t101393,361.0000,0.180049875312,p12@CRYAB,1410,2389,,CRYAB,"crystallin alpha B","gene with protein product"
1111,T048493,t101393,359.0000,0.178963110668,p2@LMF1,64788,14154,"Q96S06,F5H152,F5H585,B4DH50,B3KS80,F5H802",LMF1,"lipase maturation factor 1","gene with protein product"
1112,T027864,t101393,356.0000,0.1777333999,p3@TNFRSF1A,7132,11916,"F5H4T5,F5H7N1",TNFRSF1A,"TNF receptor superfamily member 1A","gene with protein product"
1113,T101393,t166661,356.0000,0.177026355047,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1114,T050750,t101393,354.0000,0.176558603491,p33@ALDOA,226,414,,ALDOA,"aldolase, fructose-bisphosphate A","gene with protein product"
1115,T077933,t101393,354.0000,0.176382660688,p9@LAIR1,3903,6477,,LAIR1,"leukocyte associated immunoglobulin like receptor 1","gene with protein product"
1116,T062497,t101393,354.0000,0.176294820717,p2@CLEC10A,10462,16916,Q8IUN9,CLEC10A,"C-type lectin domain family 10 member A","gene with protein product"
1117,T101393,t117853,352.0000,0.175736395407,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1118,T071141,t101393,352.0000,0.175298804781,p1@CPAMD8,27151,23228,,CPAMD8,"C3 and PZP like, alpha-2-macroglobulin domain containing 8","gene with protein product"
1119,T101393,t119699,353.0000,0.175273088381,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1120,T037279,t101393,350.0000,0.17473789316,p1@C14orf167,55449,23175,,DHRS4-AS1,"DHRS4 antisense RNA 1","RNA, long non-coding"
1121,T101393,t189716,350.0000,0.174302788845,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1122,T101393,t108385,350.0000,0.173956262425,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1123,T018655,t101393,348.0000,0.173566084788,p6@TSKU,25987,28850,Q8WUA8,TSKU,"tsukushi, small leucine rich proteoglycan","gene with protein product"
1124,T038631,t101393,348.0000,0.173479561316,p6@NID2,22795,13389,Q14112,NID2,"nidogen 2","gene with protein product"
1125,T018076,t101393,345.0000,0.171641791045,p11@NUMA1,4926,8059,F5H3L6,NUMA1,"nuclear mitotic apparatus protein 1","gene with protein product"
1126,T055956,t101393,344.0000,0.171314741036,p3@PEMT,10400,8830,C9JBG1,PEMT,"phosphatidylethanolamine N-methyltransferase","gene with protein product"
1127,T101393,t159130,343.0000,0.171157684631,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1128,T012958,t101393,343.0000,0.170477137177,p25@IGF2,3481,5466,P01344,IGF2,"insulin like growth factor 2","gene with protein product"
1129,T062124,t101393,342.0000,0.1703187251,p2@KPNA2,3838,6395,"P52292,Q7Z726",KPNA2,"karyopherin subunit alpha 2","gene with protein product"
1130,T101393,t104579,342.0000,0.1703187251,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1131,T057762,t101393,342.0000,0.170064644455,p1@PLXDC1,57125,20945,Q8IUK5,PLXDC1,"plexin domain containing 1","gene with protein product"
1132,T077912,t101393,341.0000,0.169651741294,p2@LILRB5,10990,6609,O75023,LILRB5,"leukocyte immunoglobulin like receptor B5","gene with protein product"
1133,T073880,t101393,340.0000,0.169407075237,p2@ECH1,1891,3149,Q13011,ECH1,"enoyl-CoA hydratase 1","gene with protein product"
1134,T101393,t188542,340.0000,0.169154228856,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1135,T101393,t164973,339.0000,0.168908819133,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1136,T000381,t101393,339.0000,0.168572849329,p3@LDB1,8861,6532,Q86U70,LDB1,"LIM domain binding 1","gene with protein product"
1137,T017446,t101393,339.0000,0.168489065606,p1@PC,5091,8636,"B4DN00,P11498,E9PRE7",PC,"pyruvate carboxylase","gene with protein product"
1138,T101393,t198203,338.0000,0.168075584286,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1139,T101393,t199310,337.0000,0.167996011964,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1140,T036436,t101393,337.0000,0.167912306926,p1@ZNF219,51222,13011,Q9P2Y4,ZNF219,"zinc finger protein 219","gene with protein product"
1141,T035983,t101393,336.0000,0.167748377434,p1@IGHG1,3500,5525,,IGHG1,"immunoglobulin heavy constant gamma 1 (G1m marker)","immunoglobulin gene"
1142,T014033,t101393,336.0000,0.166915052161,p1@LDLRAD3,143458,27046,"Q86YD5,B7Z5M8",LDLRAD3,"low density lipoprotein receptor class A domain containing 3","gene with protein product"
1143,T101393,t129397,334.0000,0.166749875187,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1144,T018653,t101393,333.0000,0.165671641791,p5@TSKU,25987,28850,E9PLG7,TSKU,"tsukushi, small leucine rich proteoglycan","gene with protein product"
1145,T088992,t101393,332.0000,0.165586034913,p1@MUL1,79594,25762,Q969V5,MUL1,"mitochondrial E3 ubiquitin protein ligase 1","gene with protein product"
1146,T101393,t165965,333.0000,0.165342601787,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1147,T011876,t101393,332.0000,0.165338645418,p1@TOLLIP,54472,16476,"Q9H0E2,F2Z2Y8,E9PNS3,E9PQ25,B3KR28",TOLLIP,"toll interacting protein","gene with protein product"
1148,T101393,t151464,331.0000,0.164431197218,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1149,T027114,t101393,329.0000,0.16368159204,p1@CS,1431,2422,"B4DJV2,F8VVF6,F8VR34,F8VTT8,F8VVY4,F8VRI6,F8VZK9,F8VPA1,F8VX07,F8W642,F8VU34,F8W0J2,F8W1S4",CS,"citrate synthase","gene with protein product"
1150,T085554,t101393,328.0000,0.163346613546,p3@FMO1,2326,3769,Q01740,FMO1,"flavin containing monooxygenase 1","gene with protein product"
1151,T101393,t164847,327.0000,0.163173652695,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1152,T076488,t101393,327.0000,0.163092269327,p1@BCAT2,587,977,B3KSI3,BCAT2,"branched chain amino acid transaminase 2","gene with protein product"
1153,T101393,t138161,328.0000,0.163021868787,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1154,T023575,t101393,325.0000,0.162094763092,p4@MGST1,4257,7061,"F5H760,P10620",MGST1,"microsomal glutathione S-transferase 1","gene with protein product"
1155,T012349,t101393,323.0000,0.160776505724,p3@CTSD,1509,2529,,CTSD,"cathepsin D","gene with protein product"
1156,T012877,t101393,321.0000,0.160099750623,p14@IGF2,3481,5466,,IGF2,"insulin like growth factor 2","gene with protein product"
1157,T101393,t116323,321.0000,0.159860557769,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1158,T047961,t101393,318.0000,0.158130283441,p1@PRC1,9055,9341,"F8W9B5,O43663",PRC1,"protein regulator of cytokinesis 1","gene with protein product"
1159,T101393,t150821,317.0000,0.157947184853,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1160,T018270,t101393,314.0000,0.156686626747,p8@ARHGEF17,9828,21726,Q96PE2,ARHGEF17,"Rho guanine nucleotide exchange factor 17","gene with protein product"
1161,T101393,t186388,314.0000,0.156452416542,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1162,T101393,t171732,313.0000,0.155876494024,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1163,T024602,t101393,312.0000,0.155610972569,p1@TSPAN9,10867,21640,"O75954,E9PHL0",TSPAN9,"tetraspanin 9","gene with protein product"
1164,T101393,t109712,312.0000,0.155378486056,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1165,T101349,t101393,312.0000,0.155069582505,p3@SNX21,90203,16154,Q5JZH4,SNX21,"sorting nexin family member 21","gene with protein product"
1166,T027304,t101393,311.0000,0.154880478088,p2@LRP1,4035,6692,Q86SW0,LRP1,"LDL receptor related protein 1","gene with protein product"
1167,T059237,t101393,310.0000,0.154767848228,p3@FZD2,2535,4040,"Q14332,Q86UZ8",FZD2,"frizzled class receptor 2","gene with protein product"
1168,T085125,t101393,310.0000,0.15438247012,p8@RXRG,6258,10479,,RXRG,"retinoid X receptor gamma","gene with protein product"
1169,T100131,t101393,309.0000,0.153731343284,p1@ERGIC3,51614,15927,E9PFA8,ERGIC3,"ERGIC and golgi 3","gene with protein product"
1170,T101393,t109345,308.0000,0.15331010453,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1171,T101393,t153984,307.0000,0.152508693492,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1172,T101393,t110473,306.0000,0.152466367713,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1173,T101393,t145733,303.0000,0.150896414343,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1174,T101393,t174030,303.0000,0.150896414343,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1175,T101393,t197352,302.0000,0.150548354935,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1176,T101393,t149672,302.0000,0.150473343298,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1177,T012977,t101393,301.0000,0.149453823237,p45@IGF2,3481,5466,P01344,IGF2,"insulin like growth factor 2","gene with protein product"
1178,T101393,t119964,300.0000,0.149402390438,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1179,T094778,t101393,298.0000,0.148480318884,p3@TMEM53,79639,26186,Q6P2H8,TMEM53,"transmembrane protein 53","gene with protein product"
1180,T101393,t186831,298.0000,0.148332503733,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1181,T083791,t101393,298.0000,0.148332503733,p2@MMP23B,8510,7171,D6REP6,MMP23B,"matrix metallopeptidase 23B","gene with protein product"
1182,T101393,t186732,294.0000,0.146268656716,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1183,T028471,t101393,294.0000,0.146268656716,p1@CPM,1368,2311,"F8VR29,F8VVI6,F8W111,F8VU13,P14384",CPM,"carboxypeptidase M","gene with protein product"
1184,T101393,t121664,293.0000,0.14620758483,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1185,T101393,t140365,293.0000,0.145698657384,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1186,T101393,t110811,292.0000,0.14556331007,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1187,T015992,t101393,292.0000,0.145345943255,p1@UBXN1,51035,18402,"Q04323,E9PRQ7,E9PJ81,B4E0P8,Q05BV2",UBXN1,"UBX domain protein 1","gene with protein product"
1188,T002592,t101393,291.0000,0.145064805583,p4@LRRC27,80313,29346,B4DW88,LRRC27,"leucine rich repeat containing 27","gene with protein product"
1189,T056116,t101393,288.0000,0.143497757848,p2@MAPK7,5598,6880,,MAPK7,"mitogen-activated protein kinase 7","gene with protein product"
1190,T101393,t198202,288.0000,0.14328358209,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1191,T009760,t101393,287.0000,0.142928286853,p8@DLAT,1737,2896,"E9PKC7,F5H0X9",DLAT,"dihydrolipoamide S-acetyltransferase","gene with protein product"
1192,T080260,t101393,287.0000,0.142715067131,p1@GSTM2,2946,4634,"P28161,E9PHN6,F6XZQ7,E9PGV1,E9PEM9,E9PLF1",GSTM2,"glutathione S-transferase mu 2","gene with protein product"
1193,T027303,t101393,286.0000,0.142572283151,p3@LRP1,4035,6692,Q86SW0,LRP1,"LDL receptor related protein 1","gene with protein product"
1194,T040318,t101393,286.0000,0.142572283151,p1@ACOT2,10965,18431,P49753,ACOT2,"acyl-CoA thioesterase 2","gene with protein product"
1195,T101393,t171730,287.0000,0.142361111111,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1196,T101393,t127514,286.0000,0.142288557214,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1197,T011645,t101393,283.0000,0.14093625498,p1@TP53AIP1,63970,29984,,TP53AIP1,"tumor protein p53 regulated apoptosis inducing protein 1","gene with protein product"
1198,T101393,t130038,282.0000,0.140368342459,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1199,T027027,t101393,282.0000,0.140298507463,p1@SUOX,6821,11460,"P51687,F8VRK9,F8VPA2",SUOX,"sulfite oxidase","gene with protein product"
1200,T101393,t165811,278.0000,0.13823968175,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1201,T088474,t101393,276.0000,0.137245151666,p6@CDK18,5129,8751,,CDK18,"cyclin dependent kinase 18","gene with protein product"
1202,T030604,t101393,273.0000,0.135888501742,p2@LTA4H,4048,6710,B4DEH5,LTA4H,"leukotriene A4 hydrolase","gene with protein product"
1203,T052903,t101393,273.0000,0.135753356539,p2@CMTM3,123920,19174,,CMTM3,"CKLF like MARVEL transmembrane domain containing 3","gene with protein product"
1204,T007045,t101393,270.0000,0.134395221503,p21@KCNMA1,3778,6284,,KCNMA1,"potassium calcium-activated channel subfamily M alpha 1","gene with protein product"
1205,T075876,t101393,269.0000,0.134097706879,p2@CCDC8,83987,25367,Q9H0W5,CCDC8,"coiled-coil domain containing 8","gene with protein product"
1206,T015388,t101393,269.0000,0.134097706879,p3@MS4A6A,64231,13375,,MS4A6A,"membrane spanning 4-domains A6A","gene with protein product"
1207,T101393,t108511,267.0000,0.132769766285,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1208,T069153,t101393,266.0000,0.132272501243,p1@PARD6G,84552,16076,Q9BYG4,PARD6G,"par-6 family cell polarity regulator gamma","gene with protein product"
1209,T101393,t155591,263.0000,0.13110667996,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1210,T012999,t101393,263.0000,0.131041355257,p5@INS-IGF2,723961,33527,,INS-IGF2,"INS-IGF2 readthrough",readthrough
1211,T101393,t113960,262.0000,0.130413140866,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1212,T101393,t193036,260.0000,0.129740518962,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1213,T074875,t101393,260.0000,0.1296111665,p5@SHD,56961,30633,Q96IW2,SHD,"Src homology 2 domain containing transforming protein D","gene with protein product"
1214,T085979,t101393,260.0000,0.129546586946,p2@PAPPA2,60676,14615,,PAPPA2,"pappalysin 2","gene with protein product"
1215,T015392,t101393,260.0000,0.129417620707,p6@MS4A6A,64231,13375,E9PL03,MS4A6A,"membrane spanning 4-domains A6A","gene with protein product"
1216,T101393,t183935,260.0000,0.129353233831,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1217,T019338,t101393,260.0000,0.129353233831,p4@TMEM135,65084,26167,"Q8N605,E9PIS2,E9PQL0",TMEM135,"transmembrane protein 135","gene with protein product"
1218,T101393,t193246,260.0000,0.12928891099,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1219,T101393,t106869,258.0000,0.128806789815,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1220,T101393,t164087,258.0000,0.128358208955,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1221,T101393,t127791,257.0000,0.127860696517,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1222,T101393,t141782,256.0000,0.12736318408,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1223,T092171,t101393,252.0000,0.125373134328,p2@CNST,163882,26486,B1AQM9,CNST,"consortin, connexin sorting protein","gene with protein product"
1224,T101393,t156708,250.0000,0.124564025909,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1225,T043652,t101393,249.0000,0.124065769806,p15@ZFP106,64397,23240,,NA,NA,NA
1226,T101393,t197459,249.0000,0.123942259831,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1227,T101393,t198537,249.0000,0.123880597015,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1228,T101393,t201299,247.0000,0.123315027459,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1229,T101393,t168688,246.0000,0.122754491018,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1230,T101393,t177589,246.0000,0.122205663189,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1231,T026913,t101393,245.0000,0.122072745391,p2@CD63,967,1692,Q8N6Z9,CD63,"CD63 molecule","gene with protein product"
1232,T076557,t101393,244.0000,0.121635094716,p2@NUCB1,4924,8043,,NUCB1,"nucleobindin 1","gene with protein product"
1233,T101393,t181903,243.0000,0.12125748503,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1234,T013525,t101393,243.0000,0.121197007481,p1@IFITM3,10410,5414,"Q01628,Q53Y76",IFITM3,"interferon induced transmembrane protein 3","gene with protein product"
1235,T101393,t135230,243.0000,0.121015936255,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1236,T101393,t159786,243.0000,0.120775347913,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1237,T101393,t169834,242.0000,0.12057797708,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1238,T023578,t101393,242.0000,0.120517928287,p2@MGST1,4257,7061,,MGST1,"microsomal glutathione S-transferase 1","gene with protein product"
1239,T101393,t156986,242.0000,0.120517928287,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1240,T076787,t101393,241.0000,0.120019920319,p2@FCGRT,2217,3621,P55899,FCGRT,"Fc fragment of IgG receptor and transporter","gene with protein product"
1241,T009753,t101393,241.0000,0.119840875186,p27@DIXDC1,85458,23695,,DIXDC1,"DIX domain containing 1","gene with protein product"
1242,T101393,t184228,239.0000,0.119201995012,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1243,T063526,t101393,238.0000,0.118290258449,p8@CYGB,114757,16505,,CYGB,cytoglobin,"gene with protein product"
1244,T012808,t101393,237.0000,0.118086696562,p19@H19,,4713,,H19,"H19, imprinted maternally expressed transcript (non-protein coding)","RNA, long non-coding"
1245,T079065,t101393,237.0000,0.117969138875,p2@GPR108,56927,17829,G5E9L6,GPR108,"G protein-coupled receptor 108","gene with protein product"
1246,T101393,t188678,236.0000,0.117705735661,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1247,T101393,t115037,236.0000,0.117296222664,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1248,T101393,t149497,235.0000,0.116915422886,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1249,T083820,t101393,234.0000,0.116302186879,p1@INSRR,3645,6093,P14616,INSRR,"insulin receptor related receptor","gene with protein product"
1250,T012874,t101393,233.0000,0.116209476309,p27@IGF2,3481,5466,,IGF2,"insulin like growth factor 2","gene with protein product"
1251,T018684,t101393,233.0000,0.116093672147,p1@CYB5R2,51700,24376,Q6BCY4,CYB5R2,"cytochrome b5 reductase 2","gene with protein product"
1252,T093656,t101393,233.0000,0.115747640338,p2@TRIM62,55223,25574,"Q5VSX7,Q9BVG3",TRIM62,"tripartite motif containing 62","gene with protein product"
1253,T002229,t101393,232.0000,0.115480338477,p2@UROS,7390,12592,P10746,UROS,"uroporphyrinogen III synthase","gene with protein product"
1254,T036340,t101393,232.0000,0.115308151093,p9@RNASE1,6035,10044,P07998,RNASE1,"ribonuclease A family member 1, pancreatic","gene with protein product"
1255,T090341,t101393,231.0000,0.114982578397,p4@WNT4,54361,12783,"E9PGS9,P56705",WNT4,"Wnt family member 4","gene with protein product"
1256,T012896,t101393,230.0000,0.114427860697,p77@IGF2,3481,5466,,IGF2,"insulin like growth factor 2","gene with protein product"
1257,T101393,t198204,228.0000,0.11377245509,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1258,T101393,t137768,227.0000,0.11282306163,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
1259,T055943,t101393,226.0000,0.112437810945,p4@PEMT,10400,8830,Q9UBM1,PEMT,"phosphatidylethanolamine N-methyltransferase","gene with protein product"
1260,T085978,t101393,223.0000,0.111111111111,p5@PAPPA2,60676,14615,,PAPPA2,"pappalysin 2","gene with protein product"
1261,T016376,t101393,223.0000,0.111055776892,p2@FKBP2,2286,3718,F5H0N4,FKBP2,"FK506 binding protein 2","gene with protein product"
1262,T012620,t101393,222.0000,0.110447761194,p1@ZDHHC13,54503,18413,Q8IUH4,ZDHHC13,"zinc finger DHHC-type containing 13","gene with protein product"
1263,T017376,t101393,221.0000,0.109950248756,p1@TPP1,1200,2073,"E7EV34,O14773,E9PPA4,E9PME9",TPP1,"tripeptidyl peptidase 1","gene with protein product"
1264,T093406,t101393,221.0000,0.109840954274,p18@BAI2,576,944,,ADGRB2,"adhesion G protein-coupled receptor B2","gene with protein product"
1265,T056120,t101393,220.0000,0.109725685786,p14@MAPK7,5598,6880,Q13164,MAPK7,"mitogen-activated protein kinase 7","gene with protein product"
1266,T101393,t197026,220.0000,0.109452736318,p1@PLTP,5360,9093,"P55058,E7EV16",PLTP,"phospholipid transfer protein","gene with protein product"
