Hs-DDX55,2000,1000,T022506-DDX55,"p1@DDX55"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T006265,t022506,2,010.0000,1.0,p1@SUPV3L1,6832,11471,Q8IYB8,SUPV3L1,"Suv3 like RNA helicase","gene with protein product"
1092,T022506,t162905,388.0000,0.193516209476,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1093,T022506,t135652,388.0000,0.193419740778,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1094,T022506,t131953,385.0000,0.1918285999,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1095,T002004,t022506,384.0000,0.191235059761,p3@HMX3,340784,5019,A6NHT5,HMX3,"H6 family homeobox 3","gene with protein product"
1096,T022506,t091267,384.0000,0.191139870582,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1097,T022506,t030396,384.0000,0.190854870775,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1098,T022506,t199535,382.0000,0.190333831589,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1099,T022506,t197992,381.0000,0.189457981104,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1100,T022506,t076641,380.0000,0.189431704885,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1101,T022506,t023192,381.0000,0.189269746647,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1102,T022506,t044904,380.0000,0.189054726368,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1103,T022506,t065844,379.0000,0.18874501992,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1104,T022506,t073469,378.0000,0.188434695912,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1105,T022506,t148049,377.0000,0.187749003984,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1106,T022506,t065608,376.0000,0.187624750499,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1107,T022506,t095310,376.0000,0.18753117207,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1108,T022506,t190867,374.0000,0.186440677966,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1109,T022506,t125881,374.0000,0.186162269786,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1110,T022506,t152567,373.0000,0.185756972112,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1111,T022506,t172698,372.0000,0.185166749627,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1112,T014919,t022506,371.0000,0.184760956175,p1@HBE1,3046,4830,"D9YZU7,P02100",HBE1,"hemoglobin subunit epsilon 1","gene with protein product"
1113,T022506,t171151,370.0000,0.18444666002,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1114,T022506,t100404,368.0000,0.183266932271,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1115,T022506,t199862,366.0000,0.182725911133,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1116,T022506,t076893,365.0000,0.181051587302,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1117,T019809,t022506,362.0000,0.180009945301,p1@WEE1,7465,12761,"P30291,Q86V29",WEE1,"WEE1 G2 checkpoint kinase","gene with protein product"
1118,T022506,t064721,359.0000,0.178695868591,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1119,T022506,t163543,359.0000,0.178518150174,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1120,T022506,t188523,358.0000,0.178464606181,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1121,T022506,t131499,357.0000,0.178321678322,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1122,T022506,t126358,358.0000,0.178198108512,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1123,T022506,t050986,358.0000,0.178109452736,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1124,T022506,t106897,358.0000,0.17784401391,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1125,T022506,t031816,355.0000,0.176880916791,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1126,T022506,t050458,354.0000,0.176470588235,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1127,T022506,t129747,353.0000,0.175621890547,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1128,T022506,t176970,353.0000,0.17553455992,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1129,T022506,t066892,353.0000,0.175360158967,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1130,T022506,t190039,350.0000,0.173956262425,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1131,T017314,t022506,348.0000,0.173306772908,p2@RRP8,23378,29030,O43159,RRP8,"ribosomal RNA processing 8, methyltransferase, homolog (yeast)","gene with protein product"
1132,T022506,t163137,346.0000,0.171797418073,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1133,T022506,t069489,345.0000,0.171727227476,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1134,T022506,t164692,345.0000,0.171641791045,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1135,T022506,t168571,344.0000,0.17148554337,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1136,T022506,t136040,344.0000,0.171314741036,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1137,T022506,t070686,343.0000,0.170901843548,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1138,T022506,t070343,342.0000,0.170658682635,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1139,T022506,t182385,342.0000,0.170149253731,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1140,T022506,t162279,340.0000,0.169407075237,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1141,T022506,t025431,340.0000,0.169238427078,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1142,T022506,t072874,339.0000,0.168656716418,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1143,T022506,t069488,338.0000,0.168494516451,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1144,T022506,t201571,335.0000,0.166832669323,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1145,T022506,t053685,334.0000,0.165921510184,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1146,T022506,t043456,333.0000,0.165671641791,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1147,T011936,t022506,332.0000,0.164927968207,p2@NCAPD3,23310,28952,"E9PR72,E9PJM8,G3V1A9,P42695",NCAPD3,"non-SMC condensin II complex subunit D3","gene with protein product"
1148,T006843,t022506,331.0000,0.164512922465,p1@KIAA0913,23053,23528,A7E2V4,ZSWIM8,"zinc finger SWIM-type containing 8","gene with protein product"
1149,T013560,t022506,330.0000,0.164506480558,p7@WT1,7490,12796,P19544,WT1,"Wilms tumor 1","gene with protein product"
1150,T022506,t094866,329.0000,0.163844621514,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1151,T022506,t122228,328.0000,0.163346613546,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1152,T022506,t190715,328.0000,0.163102933864,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1153,T017141,t022506,325.0000,0.162013958126,p1@DRAP1,10589,3019,,DRAP1,"DR1 associated protein 1","gene with protein product"
1154,T022506,t113550,325.0000,0.161772025884,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1155,T022506,t190208,324.0000,0.161676646707,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1156,T022506,t123723,324.0000,0.161354581673,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1157,T022506,t059044,324.0000,0.161194029851,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1158,T022506,t056720,324.0000,0.161194029851,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1159,T022506,t161939,322.0000,0.160438465371,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1160,T015950,t022506,324.0000,0.160316674913,p4@EML3,256364,26666,,EML3,"echinoderm microtubule associated protein like 3","gene with protein product"
1161,T022506,t080745,321.0000,0.160019940179,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1162,T022506,t163573,320.0000,0.159441953164,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1163,T022506,t053091,320.0000,0.159283225485,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1164,T022506,t190226,320.0000,0.1592039801,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1165,T022506,t092831,318.0000,0.158130283441,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1166,T022506,t125607,317.0000,0.157633018399,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1167,T022506,t110443,316.0000,0.156979632389,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1168,T022506,t125293,314.0000,0.15606361829,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1169,T022506,t094069,312.0000,0.155533399801,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1170,T022506,t075731,311.0000,0.155034895314,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1171,T022506,t163161,311.0000,0.154803384769,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1172,T022506,t053287,310.0000,0.15438247012,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1173,T022506,t057706,308.0000,0.153923038481,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1174,T022506,t055084,309.0000,0.153731343284,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1175,T022506,t094118,308.0000,0.1536159601,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1176,T022506,t159365,308.0000,0.153233830846,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1177,T022506,t081464,306.0000,0.152542372881,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1178,T000509,t022506,305.0000,0.1525,p1@ARL3,403,694,P36405,ARL3,"ADP ribosylation factor like GTPase 3","gene with protein product"
1179,T022506,t192048,306.0000,0.152466367713,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1180,T022506,t103811,305.0000,0.151892430279,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1181,T022506,t201295,305.0000,0.151741293532,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1182,T022506,t172476,304.0000,0.151545363908,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1183,T022506,t189289,303.0000,0.151046859422,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1184,T022506,t053511,302.0000,0.150623441397,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1185,T022506,t027125,298.0000,0.148184982596,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1186,T021803,t022506,297.0000,0.14812967581,p2@PRKAB1,5564,9378,F5H4Y8,PRKAB1,"protein kinase AMP-activated non-catalytic subunit beta 1","gene with protein product"
1187,T022506,t190871,297.0000,0.147175421209,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1188,T022506,t191226,294.0000,0.146779830255,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1189,T022506,t200194,294.0000,0.146560319043,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1190,T022506,t088406,293.0000,0.145916334661,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1191,T022506,t198549,292.0000,0.145201392342,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1192,T007704,t022506,291.0000,0.144920318725,p5@SNCG,6623,11141,,SNCG,"synuclein gamma","gene with protein product"
1193,T022506,t059393,291.0000,0.144848183176,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1194,T022506,t103546,289.0000,0.143996013951,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1195,T022506,t159541,289.0000,0.143852663016,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1196,T022506,t077182,287.0000,0.143213572854,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1197,T022506,t077037,288.0000,0.143212332173,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1198,T022506,t093015,287.0000,0.142999501744,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1199,T022506,t154267,284.0000,0.141575274177,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1200,T022506,t069487,284.0000,0.141363862618,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1201,T022506,t035117,284.0000,0.141223272004,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1202,T022506,t057484,283.0000,0.14121756487,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1203,T022506,t073919,284.0000,0.141153081511,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1204,T016438,t022506,283.0000,0.141076769691,p2@C11orf20,25858,19231,F5H186,TEX40,"testis expressed 40","gene with protein product"
1205,T022506,t133499,283.0000,0.141006477329,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1206,T022506,t034732,283.0000,0.1407960199,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1207,T022506,t124935,281.0000,0.140289565652,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1208,T022506,t031767,282.0000,0.140159045726,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1209,T022506,t190512,279.0000,0.138736946793,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1210,T022506,t133926,278.0000,0.138515196811,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1211,T015572,t022506,275.0000,0.137088733799,p1@DDB1,1642,2717,"B4DG00,F5H198,Q16531",DDB1,"damage specific DNA binding protein 1","gene with protein product"
1212,T022506,t027030,274.0000,0.136590229312,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1213,T022506,t106591,273.0000,0.136363636364,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1214,T022506,t043457,274.0000,0.13631840796,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1215,T022506,t184244,272.0000,0.13566084788,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1216,T018920,t022506,272.0000,0.135593220339,p2@PIDD,55367,16491,Q9HB75,PIDD1,"p53-induced death domain protein 1","gene with protein product"
1217,T022506,t133711,273.0000,0.135551142006,p1@DDX55,57696,20085,"Q8NHQ9,E7EX41,F5H3E5,F5H5U2,F5H2I2,F5H735,Q8TEC9",DDX55,"DEAD-box helicase 55","gene with protein product"
1218,T017551,t022506,272.0000,0.135390741663,p1@RAD9A,5883,9827,"Q99638,F5H8A2,F5H492,F5H4F1",RAD9A,"RAD9 checkpoint clamp component A","gene with protein product"
