Hs-RTN1,2000,1000,T039145-RTN1,"p5@RTN1"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T018718,t039145,2,011.0000,0.999006458023,p7@PAK1,5058,8590,Q13153,PAK1,"p21 (RAC1) activated kinase 1","gene with protein product"
881,T039145,t042500,108.0000,0.053651266766,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
882,T039145,t163376,107.0000,0.0533932135729,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
883,T034936,t039145,107.0000,0.0533399800598,p4@STK24,8428,11403,"Q5U0E6,Q6P0Y1,Q9Y6E0",STK24,"serine/threonine kinase 24","gene with protein product"
884,T039145,t086376,107.0000,0.0533399800598,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
885,T001763,t039145,107.0000,0.0532338308458,p10@INPP5F,22876,17054,,INPP5F,"inositol polyphosphate-5-phosphatase F","gene with protein product"
886,T008648,t039145,106.0000,0.0528414755733,p1@SLIT1,6585,11085,Q5T0V0,SLIT1,"slit guidance ligand 1","gene with protein product"
887,T039145,t042566,106.0000,0.0525793650794,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
888,T039145,t137339,104.0000,0.0518186347783,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
889,T039145,t090270,104.0000,0.0517928286853,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
890,T039145,t153849,104.0000,0.0517412935323,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
891,T039145,t170178,104.0000,0.0517155643958,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
892,T027543,t039145,103.0000,0.0513459621137,p2@AGAP2,116986,16921,,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","gene with protein product"
893,T039145,t141560,101.0000,0.0502988047809,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
894,T039145,t063414,101.0000,0.0502737680438,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
895,T039145,t071676,100.0000,0.049850448654,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
896,T039145,t042567,100.0000,0.0497760079642,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
897,T018155,t039145,99.0000,0.0493519441675,p3@PDE2A,5138,8777,"F5H143,F6W5Z0,O00408,Q8IW54",PDE2A,"phosphodiesterase 2A","gene with protein product"
898,T033242,t039145,98.0000,0.0488290981565,p1@KCTD4,386618,23227,Q8WVF5,KCTD4,"potassium channel tetramerization domain containing 4","gene with protein product"
899,T039145,t040073,98.0000,0.0487562189055,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
900,T039145,t068663,97.0000,0.0483067729084,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
901,T039145,t183177,97.0000,0.0483067729084,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
902,T039145,t114706,97.0000,0.0482827277252,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
903,T012583,t039145,97.0000,0.0482827277252,p9@PTPN5,84867,9657,B7ZAF5,PTPN5,"protein tyrosine phosphatase, non-receptor type 5","gene with protein product"
904,T010760,t039145,97.0000,0.0482347091,p4@DKK3,27122,2893,F6SYF8,DKK3,"dickkopf WNT signaling pathway inhibitor 3","gene with protein product"
905,T039145,t164940,96.0000,0.0478087649402,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
906,T035393,t039145,95.0000,0.0473579262213,p7@DYNC1H1,1778,2961,,DYNC1H1,"dynein cytoplasmic 1 heavy chain 1","gene with protein product"
907,T039145,t179736,94.0000,0.046812749004,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
908,T039145,t071600,93.0000,0.0463378176383,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
909,T039145,t050728,93.0000,0.0463378176383,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
910,T008843,t039145,93.0000,0.0463147410359,p3@KIAA1377,57562,29264,,CEP126,"centrosomal protein 126","gene with protein product"
911,T039145,t090276,93.0000,0.0462686567164,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
912,T039145,t197637,93.0000,0.0461767626614,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
913,T039145,t075920,92.0000,0.0457483838886,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
914,T030862,t039145,91.0000,0.0453865336658,p1@ANKS1B,56899,24600,F8WC27,ANKS1B,"ankyrin repeat and sterile alpha motif domain containing 1B","gene with protein product"
915,T039145,t098771,90.0000,0.0449101796407,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
916,T039145,t156738,90.0000,0.0448877805486,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
917,T039145,t078519,90.0000,0.0448207171315,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
918,T039145,t144267,90.0000,0.0448207171315,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
919,T039145,t183180,90.0000,0.0447093889717,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
920,T039145,t065621,89.0000,0.0443447932237,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
921,T039145,t154338,89.0000,0.0442786069652,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
922,T039145,t049309,89.0000,0.0442786069652,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
923,T026829,t039145,88.0000,0.0439340988517,p3@KIAA0748,9840,29109,E9PN46,TESPA1,"thymocyte expressed, positive selection associated 1","gene with protein product"
924,T039145,t197958,88.0000,0.0438902743142,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
925,T039145,t147304,88.0000,0.0437810945274,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
926,T039145,t183877,88.0000,0.0437593237195,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
927,T039145,t164325,87.0000,0.0434348477284,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
928,T039145,t048964,87.0000,0.0434131736527,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
929,T039145,t176244,87.0000,0.0433482810164,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
930,T039145,t059107,87.0000,0.0433051269288,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
931,T039145,t114814,86.0000,0.0429355966051,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
932,T007602,t039145,86.0000,0.0428073668492,p2@FAM190B,54462,29197,Q9H7U1,CCSER2,"coiled-coil serine rich protein 2","gene with protein product"
933,T039145,t142885,86.0000,0.0427010923535,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
934,T039145,t055365,84.0000,0.0417910447761,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
935,T039145,t139456,84.0000,0.0417702635505,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
936,T039145,t197955,83.0000,0.0413965087282,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
937,T037062,t039145,83.0000,0.0413552566019,p5@CMTM5,116173,19176,"E9PH91,Q5PY48,Q96DZ9",CMTM5,"CKLF like MARVEL transmembrane domain containing 5","gene with protein product"
938,T039145,t080425,83.0000,0.0412729985082,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
939,T039145,t045622,82.0000,0.0408773678963,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
940,T039145,t189650,82.0000,0.0408366533865,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
941,T039145,t196899,82.0000,0.0408163265306,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
942,T039145,t200994,82.0000,0.0407352210631,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
943,T039145,t063272,82.0000,0.0406746031746,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
944,T026791,t039145,81.0000,0.0403587443946,p4@PDE1B,5153,8775,F8VZK3,PDE1B,"phosphodiesterase 1B","gene with protein product"
945,T039145,t191046,81.0000,0.0403386454183,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
946,T039145,t040244,80.0000,0.039860488291,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
947,T039145,t198703,80.0000,0.0398406374502,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
948,T036390,t039145,80.0000,0.0397614314115,p5@NDRG2,57447,14460,Q9UN36,NDRG2,"NDRG family member 2","gene with protein product"
949,T039145,t078919,80.0000,0.0397416790859,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
950,T039145,t062763,79.0000,0.0393034825871,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
951,T022726,t039145,78.0000,0.0388059701493,p3@TMEM132B,114795,29397,,TMEM132B,"transmembrane protein 132B","gene with protein product"
952,T039145,t042813,78.0000,0.0387866732969,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
953,T039145,t146779,77.0000,0.0383275261324,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
954,T039145,t113154,77.0000,0.0382323733863,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
955,T027087,t039145,76.0000,0.0379241516966,p2@SMARCC2,6601,11105,"F8VTJ5,Q59GV3,Q8TAQ2",SMARCC2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2","gene with protein product"
956,T039145,t100268,76.0000,0.0378674638764,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
957,T039145,t178741,76.0000,0.0377921432123,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
958,T039145,t068874,75.0000,0.0373878364905,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
959,T039145,t041290,75.0000,0.0373320059731,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
960,T039145,t041293,73.0000,0.0363908275174,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
961,T039145,t051767,73.0000,0.0363908275174,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
962,T039145,t164259,72.0000,0.0358565737052,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
963,T039145,t152655,71.0000,0.0353585657371,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
964,T039145,t176786,70.0000,0.0348605577689,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
965,T039145,t152651,70.0000,0.0348605577689,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
966,T039145,t073060,70.0000,0.0348605577689,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
967,T039145,t109344,70.0000,0.0347567030785,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
968,T039145,t194432,69.0000,0.0344139650873,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
969,T039145,t182932,69.0000,0.0343454454953,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
970,T039145,t102843,68.0000,0.0339490763854,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
971,T039145,t165064,68.0000,0.0338983050847,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
972,T039145,t109645,68.0000,0.0338476854156,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
973,T039145,t194742,67.0000,0.0333998005982,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
974,T029098,t039145,67.0000,0.0333001988072,p14@KCNC2,3747,6234,Q96PR1,KCNC2,"potassium voltage-gated channel subfamily C member 2","gene with protein product"
975,T039145,t101901,66.0000,0.0329012961117,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
976,T039145,t112208,66.0000,0.0329012961117,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
977,T039145,t146057,66.0000,0.0329012961117,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
978,T039145,t068537,66.0000,0.0328849028401,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
979,T039145,t200659,66.0000,0.0328521652563,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
980,T039145,t158598,65.0000,0.0323866467364,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
981,T039145,t143213,65.0000,0.0323705179283,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
982,T031564,t039145,65.0000,0.0323544051767,p9@MCF2L,23263,14576,"E9PDN8,B4DHD6",MCF2L,"MCF.2 cell line derived transforming sequence like","gene with protein product"
983,T039145,t087037,65.0000,0.0323222277474,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
984,T039145,t186001,65.0000,0.0322901142573,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
985,T039145,t040777,64.0000,0.0319042871386,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
986,T039145,t083547,64.0000,0.0319042871386,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
987,T039145,t107504,64.0000,0.0318725099602,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
988,T039145,t089040,64.0000,0.0318407960199,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
989,T039145,t187593,64.0000,0.0318407960199,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
990,T039145,t112831,64.0000,0.0318249627051,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
991,T039145,t199556,64.0000,0.0318249627051,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
992,T039145,t146327,63.0000,0.031421446384,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
993,T039145,t124511,63.0000,0.0313588850174,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
994,T039145,t101763,62.0000,0.0308764940239,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
995,T008477,t039145,62.0000,0.0308611249378,p4@SORBS1,10580,14565,Q9BX66,SORBS1,"sorbin and SH3 domain containing 1","gene with protein product"
996,T039145,t039624,62.0000,0.0308457711443,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
997,T000267,t039145,61.0000,0.0304239401496,p1@PDZD7,79955,26257,Q9H5P4,PDZD7,"PDZ domain containing 7","gene with protein product"
998,T039145,t101051,61.0000,0.0303633648581,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
999,T039145,t194406,61.0000,0.0303482587065,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1000,T039145,t186812,61.0000,0.0303331675783,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1001,T039145,t053970,61.0000,0.0302879841112,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1002,T039145,t155642,60.0000,0.0298804780876,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1003,T039145,t093911,60.0000,0.0298804780876,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1004,T039145,t147121,60.0000,0.0298656047785,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1005,T039145,t056477,60.0000,0.0298359025361,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1006,T039145,t150162,60.0000,0.0298210735586,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1007,T039145,t063297,59.0000,0.0294411177645,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1008,T039145,t155100,59.0000,0.0294117647059,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1009,T039145,t192109,59.0000,0.0293678446989,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1010,T039145,t108009,59.0000,0.0293532338308,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1011,T039145,t077161,58.0000,0.028855721393,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1012,T016545,t039145,58.0000,0.028855721393,p8@NRXN2,9379,8009,"Q9P2S2,F8W812",NRXN2,"neurexin 2","gene with protein product"
1013,T014799,t039145,56.0000,0.0279162512463,p7@FNBP4,23360,19752,,FNBP4,"formin binding protein 4","gene with protein product"
1014,T039145,t140570,56.0000,0.0278884462151,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1015,T039145,t196292,56.0000,0.027846842367,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1016,T037962,t039145,55.0000,0.0274314214464,p2@BRMS1L,84312,20512,Q5PSV4,BRMS1L,"breast cancer metastasis-suppressor 1-like","gene with protein product"
1017,T039145,t185025,55.0000,0.0273495773247,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1018,T039145,t131087,54.0000,0.0269192422732,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1019,T039145,t089508,54.0000,0.0268924302789,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1020,T039145,t100270,54.0000,0.0268790443006,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1021,T039145,t159293,54.0000,0.0268790443006,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1022,T037722,t039145,53.0000,0.0264867566217,p4@NPAS3,64067,19311,"Q8IXF0,C9J403",NPAS3,"neuronal PAS domain protein 3","gene with protein product"
1023,T039145,t163404,53.0000,0.0264471057884,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1024,T039145,t193922,53.0000,0.0264075734928,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1025,T033074,t039145,53.0000,0.0264075734928,p3@AKAP11,11215,369,Q6AI61,AKAP11,"A-kinase anchoring protein 11","gene with protein product"
1026,T039145,t049993,53.0000,0.026381284221,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1027,T039145,t198456,53.0000,0.0263419483101,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1028,T039145,t077243,52.0000,0.0259222333001,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1029,T039145,t191534,52.0000,0.0258964143426,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1030,T039145,t168488,52.0000,0.0258964143426,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1031,T039145,t198451,52.0000,0.0258964143426,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1032,T039145,t039532,52.0000,0.0258835241414,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1033,T039145,t173815,52.0000,0.0258449304175,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1034,T039145,t068894,51.0000,0.0254237288136,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1035,T039145,t172133,51.0000,0.0253857640617,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1036,T021972,t039145,50.0000,0.0249128051819,p2@CABP1,9478,1384,Q9NZU7,CABP1,"calcium binding protein 1","gene with protein product"
1037,T039145,t166407,50.0000,0.0249128051819,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1038,T005626,t039145,50.0000,0.0249128051819,p26@ANK3,288,494,Q12955,ANK3,"ankyrin 3","gene with protein product"
1039,T039145,t158986,50.0000,0.0248880039821,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1040,T039145,t198464,50.0000,0.0248880039821,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1041,T039145,t168648,50.0000,0.0248632521134,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1042,T039145,t070408,49.0000,0.0244145490782,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1043,T039145,t194681,49.0000,0.0244023904382,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1044,T039145,t114055,49.0000,0.0243902439024,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1045,T039145,t144081,48.0000,0.0239043824701,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1046,T039145,t063847,48.0000,0.0238568588469,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1047,T039145,t049466,48.0000,0.0238450074516,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1048,T039145,t191544,47.0000,0.0234297108674,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1049,T039145,t195937,47.0000,0.023406374502,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1050,T039145,t142107,47.0000,0.0233947237432,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1051,T039145,t074102,47.0000,0.0233947237432,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1052,T039145,t141140,46.0000,0.022977022977,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1053,T039145,t117955,46.0000,0.0228969636635,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1054,T039145,t057779,46.0000,0.0228969636635,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1055,T039145,t066997,46.0000,0.0228969636635,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1056,T039145,t088487,45.0000,0.0224327018943,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1057,T039145,t149479,45.0000,0.0224215246637,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1058,T019655,t039145,45.0000,0.0224103585657,p2@GPR83,10888,4523,Q9NYM4,GPR83,"G protein-coupled receptor 83","gene with protein product"
1059,T039145,t063490,45.0000,0.0224103585657,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1060,T039145,t175521,45.0000,0.0224103585657,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1061,T039145,t057017,45.0000,0.0223992035839,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1062,T039145,t183086,45.0000,0.0223880597015,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1063,T039145,t101607,45.0000,0.0223325062035,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1064,T039145,t107755,44.0000,0.0219670494259,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1065,T039145,t084668,44.0000,0.0219341974078,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1066,T039145,t131530,44.0000,0.0219341974078,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1067,T039145,t125094,44.0000,0.02192326856,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1068,T039145,t172181,44.0000,0.0219123505976,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1069,T024611,t039145,44.0000,0.0219123505976,p2@AMN1,196394,27281,,AMN1,"antagonist of mitotic exit network 1 homolog","gene with protein product"
1070,T039145,t152389,44.0000,0.0219123505976,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1071,T039145,t161160,44.0000,0.0219014435042,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1072,T039145,t154951,43.0000,0.0214463840399,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1073,T039145,t161007,43.0000,0.0214463840399,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1074,T039145,t113796,43.0000,0.0214356929212,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1075,T039145,t041298,42.0000,0.0209267563528,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1076,T039145,t129692,42.0000,0.0209163346614,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1077,T039145,t182644,42.0000,0.0208955223881,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1078,T039145,t191597,41.0000,0.0204285002491,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1079,T039145,t141921,41.0000,0.0204285002491,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
1080,T039145,t192849,41.0000,0.0204183266932,p5@RTN1,6252,10467,Q2NKQ5,RTN1,"reticulon 1","gene with protein product"
