"V1","V2"
"ADAM21","0.604468"
"NCF4","0.604396"
"NOP16","0.604312"
"SCGB2A2","0.6041"
"SCGB1C1","0.604005"
"C9ORF135","0.603887"
"TREML2","0.603852"
"ATG16L2","0.603777"
"MR1","0.603405"
"FKBP9","0.603384"
"ITGAE","0.6033"
"WDR48","0.603254"
"SGK2","0.602459"
"SRPX","0.602458"
"CCDC158","0.602071"
"ADRA1B","0.601848"
"UBE4A","0.601792"
"FAM47E","0.601693"
"MLN","0.601369"
"CCDC127","0.601031"
"PPP6R3","0.600372"
"LOC100131496","0.600303"
"DIP2A","0.600285"
"LPXN","0.600005"
"YWHAH","0.59997"
"PDCD1LG2","0.599898"
"LINC00525","0.59984"
"CYP27A1","0.599736"
"NOL7","0.599503"
"GAGE7","0.599468"
"RAB2B","0.59932"
"ING4","0.599105"
"HCAR1","0.5991"
"SMOC2","0.598965"
"LOC286191","0.598715"
"LGI4","0.598071"
"EIF4EBP2","0.598043"
"CLK2","0.597593"
"SLC7A5","0.597375"
"SGOL1","0.597355"
"FAM149A","0.597274"
"XDH","0.597158"
"PEAK1","0.596998"
"TTC7A","0.596761"
"ITPKB","0.596411"
"MUC20","0.596411"
"GORAB","0.596164"
"TBC1D3F","0.596035"
"SCN7A","0.595954"
"DZANK1","0.595406"
"ESRP2","0.594792"
"NXPE4","0.594753"
"HOOK1","0.594732"
"VPS54","0.59457"
"CGA","0.594176"
"SPRYD3","0.593785"
"FABP4","0.593743"
"KCTD15","0.593397"
"ZDBF2","0.593373"
"C22ORF24","0.592954"
"S100A1","0.592924"
"CHEK1","0.592921"
"UCHL5","0.592885"
"SETBP1","0.592719"
"TTC37","0.592633"
"PRKAB1","0.592595"
"LGALS3","0.592428"
"CSF2","0.592348"
"KCNG4","0.591898"
"VMO1","0.591568"
"KDELR1","0.591454"
"TRMT2A","0.591316"
"GJA3","0.591091"
"SENP2","0.591091"
"TOMM70A","0.59059"
"MYRIP","0.590289"
"FBXO30","0.590278"
"BACH2","0.590239"
"RARRES2","0.590175"
"PROK2","0.590142"
"THAP7","0.589946"
"COG8","0.58953"
"SPATA4","0.589521"
"LRRC10B","0.589439"
"NLK","0.58929"
"CHMP3","0.589041"
"ROCK1P1","0.588856"
"LDOC1L","0.588735"
"TEX26","0.588597"
"DIP2C","0.58857"
"PIGV","0.588521"
"TLR10","0.588366"
"PRADC1","0.588345"
"TMEM217","0.588293"
"ZNF415","0.588144"
"LZTFL1","0.587799"
"AGBL4","0.587632"
"RGS4","0.587602"
"PP2D1","0.587251"
"ZNF20","0.587146"
"CCNL2","0.587083"
"OLFM3","0.586997"
"LOC100507103","0.586804"
"TNMD","0.586795"
"MCHR2","0.586549"
"GIMAP1","0.586126"
"VAV3","0.585951"
"KLHL8","0.585947"
"CBX4","0.58546"
"SFT2D3","0.585276"
"FAM149B1","0.585125"
"LGALSL","0.585066"
"ATM","0.584866"
"SRGAP3","0.584701"
"APBB1IP","0.584667"
"SYNJ2BP","0.584379"
"MUC19","0.584347"
"MCHR1","0.584318"
"DHTKD1","0.584305"
"ST3GAL2","0.584027"
"PKHD1","0.584017"
"MARK1","0.583963"
"NOXA1","0.583771"
"NFATC2","0.583435"
"P2RY12","0.58333"
"RPH3AL","0.583195"
"C19ORF68","0.58316"
"ELP4","0.582852"
"KLHL12","0.582796"
"SULT2B1","0.582486"
"KANSL2","0.582197"
"RBM4B","0.582"
"RBM39","0.581548"
"SLC39A9","0.581338"
"NBPF14","0.581332"
"RIOK1","0.581245"
"RAD51B","0.581234"
"DPYS","0.580846"
"NDST1","0.580692"
"VPS13C","0.580601"
"MAGEB6","0.580555"
"L1TD1","0.580551"
"CCP110","0.580494"
"MAT2A","0.580468"
"TENM3","0.580245"
"FLYWCH2","0.580025"
"MAT1A","0.579976"
"CMYA5","0.579898"
"TJP2","0.579742"
"LOC149373","0.578864"
"LINC00602","0.578754"
"KLHL3","0.578608"
"CLVS1","0.578434"
"MIER3","0.578307"
"ETV6","0.578271"
"PABPC4","0.578049"
"PTPRF","0.577916"
"TMEM88","0.577856"
"AHRR","0.577642"
"CAMKK2","0.577607"
"PI16","0.577052"
"GCNT3","0.576965"
"F11R","0.576925"
"SAMD4A","0.576834"
"ZNF879","0.576715"
"SMARCE1","0.576661"
"TRPM6","0.576345"
"TRIM40","0.576233"
"SH3GLB2","0.575832"
"PIK3C2A","0.57575"
"CCDC85C","0.575671"
"RPUSD4","0.575357"
"TTC33","0.57535"
"VPS13D","0.575062"
"AHDC1","0.574943"
"ATP2A1","0.574623"
"GLDN","0.574586"
"CLCN6","0.574497"
"MLIP","0.574394"
"WRB","0.574371"
"HAUS5","0.573805"
"MMP9","0.573736"
"TMEM59L","0.573653"
"FRY","0.573606"
"EMR2","0.573591"
"CLPTM1L","0.573578"
"C14ORF169","0.573415"
"ANXA1","0.573139"
"CCDC110","0.572819"
"PSD3","0.572727"
"INHA","0.572722"
"GYPA","0.572592"
"LOC100131170","0.572337"
"TGIF2LY","0.572245"
"ADCY9","0.572204"
"UHRF1BP1","0.572189"
"AHCYL1","0.571997"
"LEF1-AS1","0.571764"
"C10ORF91","0.571469"
"C19ORF40","0.571399"
"GPRC5A","0.571326"
"PVT1","0.57091"
"DSG4","0.570837"
"CHIA","0.570824"
"TUBGCP4","0.570794"
"SNN","0.57078"
"FXYD3","0.570759"
"IL2RG","0.570607"
"ROR2","0.570576"
"IL31RA","0.570536"
"ZNF704","0.57053"
"GPR3","0.570269"
"ACY3","0.570229"
"ABCE1","0.570216"
"ZSCAN16","0.570045"
"SCN4B","0.569717"
"ADAM22","0.569648"
"ZSCAN18","0.569566"
"MICB","0.569544"
"TLK1","0.56915"
"CA13","0.569019"
"OCLN","0.568982"
"SH3GL3","0.568878"
"CRAMP1L","0.56843"
"CEBPA-AS1","0.568342"
"MARVELD2","0.568314"
"CCDC92","0.568254"
"SLC9A2","0.568175"
"FGD5-AS1","0.568074"
"SASS6","0.567866"
"NUP37","0.567854"
"CD1D","0.567839"
"OOEP","0.567729"
"ACOT4","0.567598"
"FNBP4","0.567463"
"GNB1L","0.567399"
"SLC22A11","0.567251"
"GBP3","0.567117"
"FKBP5","0.567085"
"PREX1","0.566728"
"ZNF548","0.566728"
"GPR88","0.566518"
"PDK3","0.566219"
"KDM3A","0.565997"
"C12ORF73","0.565673"
"TNFSF4","0.565603"
"PPY2","0.565483"
"DCLK2","0.565287"
"PPP1R32","0.565254"
"CD96","0.565078"
"RNF152","0.565067"
"ADAM20","0.564819"
"NPTXR","0.56477"
"SIDT1","0.56462"
"COL11A1","0.564617"
"FEM1B","0.56387"
"ACTL7B","0.563768"
"HSFY2","0.563524"
"CFI","0.563487"
"TANC2","0.563487"
"RSL1D1","0.563083"
"STOML3","0.562969"
"FBLIM1","0.562935"
"PRSS22","0.562812"
"LOC100286922","0.562464"
"LINC00515","0.562248"
"SDAD1","0.562088"
"NTRK2","0.561851"
"SESTD1","0.561762"
"HSPB2","0.561724"
"APBB1","0.561533"
"CTC1","0.56141"
"U2AF1L4","0.561343"
"EGR1","0.561101"
"GVINP1","0.561099"
"TBL1X","0.560928"
"HNRNPA1L2","0.560928"
"FAH","0.560864"
"LRSAM1","0.560553"
"PXDC1","0.560423"
"FUT9","0.559969"
"TSN","0.559926"
"ALG13","0.559689"
"ABCF1","0.559551"
"OR4X2","0.559543"
"DDB2","0.559075"
"TRAF3IP3","0.558751"
"PKD2L2","0.558369"
"FOLH1","0.558329"
"C3ORF52","0.557975"
"FAM170A","0.557941"
"NXNL2","0.557814"
"LSM14A","0.557788"
"GOT2","0.557773"
"YARS2","0.557764"
"C15ORF62","0.557604"
"TTN","0.55755"
"ZDHHC19","0.5573"
"SRSF3","0.557119"
"GMPR2","0.557037"
"GIMAP4","0.556806"
"CORIN","0.556548"
"SPECC1","0.556512"
"CDR1","0.556398"
"MRAS","0.556398"
"PHOX2B","0.556277"
"RRAGB","0.556161"
"XPR1","0.555843"
"C6ORF195","0.555677"
"RUNX1-IT1","0.555601"
"LILRA5","0.555445"
"KLF8","0.555286"
"MBNL3","0.555248"
"GBF1","0.555011"
"OCLM","0.554844"
"CAV1","0.554743"
"IQGAP1","0.554669"
"TMEM132B","0.554546"
"PNMA3","0.554518"
"MEGF9","0.553767"
"MRC2","0.553742"
"DPYD","0.553658"
"SALL3","0.55336"
"BTBD8","0.552995"
"KIF1B","0.552704"
"SNX9","0.552621"
"CIRBP-AS1","0.552261"
"CDC16","0.552012"
"C3ORF30","0.551893"
"PBXIP1","0.551337"
"TRPT1","0.551036"
"CA1","0.550983"
"UBE2T","0.550858"
"BRF2","0.550465"
"ZNF821","0.550428"
"CLTCL1","0.550397"
"CNKSR3","0.550356"
"DHRS7C","0.550129"
"CTHRC1","0.549987"
"TBC1D8","0.54985"
"KRT5","0.549525"
"CENPL","0.549244"
"NUDT8","0.548788"
"HDLBP","0.548705"
"TCEA3","0.548577"
"GPA33","0.548243"
"OR7D2","0.548226"
"ESYT1","0.548193"
"FGA","0.548149"
"FLJ32255","0.54792"
"ALG1L","0.547297"
"PAPOLB","0.547151"
"ITGAX","0.547139"
"LY6H","0.547137"
"BAMBI","0.547049"
"PRUNE2","0.547039"
"B4GALNT1","0.5468"
"ZNF827","0.546745"
"SYCP2","0.54665"
"PUM1","0.546348"
"PLIN2","0.546285"
"TMCO1","0.546277"
"TFG","0.546223"
"FAM175A","0.545995"
"YTHDC1","0.545326"
"ZNF530","0.545291"
"NKPD1","0.545265"
"PCTP","0.545264"
"LOC643201","0.545256"
"KCNA6","0.544982"
"ZSWIM1","0.544663"
"MAN1A1","0.54453"
"ADH5","0.544494"
"ARMC2","0.544444"
"MAPK10","0.544355"
"LOC100129831","0.543987"
"LOC100507033","0.543786"
"REM2","0.543521"
"SMAD9","0.54343"
"LOC100507140","0.543024"
"PMP2","0.542567"
"LOC100505592","0.542536"
"BMI1","0.542304"
"IGSF1","0.542193"
"CENPW","0.542123"
"ALKBH5","0.541922"
"OR4C46","0.541704"
"ARHGAP9","0.541558"
"SMPX","0.541543"
"CRYBA2","0.541507"
"DSE","0.541488"
"HGS","0.541457"
"SUPT7L","0.541383"
"COQ6","0.541368"
"TMEM198B","0.541093"
"TP53INP1","0.540786"
"KIF25-AS1","0.540712"
"CLCN5","0.540687"
"SSH3","0.540675"
"PLXNC1","0.540611"
"RAB6B","0.540151"
"STK11","0.539858"
"B3GNT9","0.539846"
"MGAT3","0.539806"
"NUDT3","0.539803"
"ARHGEF1","0.539747"
"MAP2K2","0.539743"
"CA8","0.539721"
"C7ORF34","0.539451"
"C14ORF39","0.539395"
"RSG1","0.539352"
"WDR66","0.539197"
"UBTF","0.538868"
"NYAP1","0.53865"
"HLTF","0.5386"
"CYTH1","0.538545"
"TEF","0.538348"
"UFM1","0.538321"
"LINC00528","0.538069"
"ZNF251","0.537637"
"LINGO4","0.537497"
"KIR2DL2","0.537424"
"ACMSD","0.537376"
"MUC12","0.537209"
"CIRBP","0.537113"
"PSCA","0.536877"
"DLX4","0.5368"
"CTDSP2","0.5368"
"EBF3","0.536691"
"ZCCHC13","0.536691"
"DHRSX","0.536288"
"GSE1","0.536046"
"UBXN11","0.535842"
"GKN2","0.535575"
"CDH10","0.535291"
"FAM96A","0.535119"
"DEPDC1B","0.535084"
"AMOT","0.535077"
"LINC00174","0.535034"
"ARNTL","0.534958"
"SRRT","0.534877"
"SRPR","0.53479"
"CCR6","0.534695"
"TSPAN18","0.534448"
"UQCR10","0.534397"
"NELL2","0.534311"
"SLC15A1","0.534188"
"PCDH15","0.534109"
"HMMR","0.533761"
"VWA5B1","0.533677"
"PAQR9","0.533498"
"CASK","0.533369"
"KCNA4","0.533181"
"DLEU1","0.532956"
"JAZF1","0.532855"
"MAB21L1","0.532759"
"CATSPERG","0.53256"
"OLAH","0.531984"
"PDE4DIP","0.531974"
"TMEM198","0.53186"
"CCBE1","0.531827"
"FGF17","0.531756"
"PCDHGB3","0.531664"
"BVES","0.531607"
"POTEE","0.531533"
"ANKRD29","0.531503"
"LOC400655","0.530377"
"OBSL1","0.530349"
"JRK","0.530174"
"SHFM1","0.530048"
"WNT8A","0.529771"
"COCH","0.52892"
"COL14A1","0.528734"
"PTPRJ","0.528534"
"VWA1","0.528526"
"TWIST2","0.528269"
"DNAH14","0.528055"
"CAMK4","0.527584"
"DPY19L1","0.527224"
"SGPL1","0.527224"
"ANKRD11","0.526974"
"FAM217B","0.52693"
"PACS1","0.526796"
"UBE2G1","0.526789"
"IREB2","0.526734"
"RTTN","0.526524"
"BCL2L13","0.526085"
"MED12","0.525953"
"ZACN","0.525928"
"PNPLA4","0.525665"
"DDX18","0.52533"
"PYGM","0.525067"
"OR52K3P","0.524967"
"SNAPC5","0.524939"
"TTTY10","0.524813"
"DSC3","0.524785"
"GPSM1","0.52467"
"GPR174","0.52458"
"MSANTD4","0.524549"
"SLC35G5","0.524322"
"NEBL","0.524288"
"COL24A1","0.524273"
"PHAX","0.524197"
"CHPF2","0.524037"
"XPNPEP1","0.523909"
"CXCL5","0.523774"
"ACADS","0.523634"
"FBXO40","0.523627"
"LRRC39","0.523536"
"PEX11A","0.523451"
"ZNF670","0.523428"
"FGF9","0.52333"
"TMEM72","0.52323"
"TSEN15","0.522822"
"PPIP5K2","0.522489"
"FAM21C","0.522419"
"VILL","0.522384"
"PYGO1","0.522328"
"NISCH","0.522156"
"ATP5SL","0.52213"
"UNC119B","0.522101"
"FARP1","0.521964"
"CEP112","0.521959"
"MAK","0.521897"
"GNG4","0.521478"
"CDRT15","0.521447"
"CHAC2","0.521438"
"SUPT6H","0.52135"
"ASPG","0.521273"
"CROCC","0.521203"
"GPAM","0.521107"
"ALDH1A3","0.520966"
"PLEKHG4","0.520728"
"MMGT1","0.520511"
"SEMA3F","0.52039"
"DAK","0.520198"
"SCIMP","0.520014"
"TTC17","0.519912"
"ITM2A","0.519907"
"PCDHB15","0.519785"
"ADPGK","0.519625"
"GPR61","0.519423"
"L3MBTL3","0.518868"
"RIN3","0.518753"
"DCTN1-AS1","0.518672"
"CAST","0.518591"
"PTRF","0.518474"
"LGALS8","0.517722"
"OLFM1","0.517705"
"KLHL13","0.517484"
"ZNF75D","0.517479"
"C2ORF49","0.51746"
"BMP6","0.517393"
"ENOPH1","0.51733"
"KIF5C","0.51727"
"PGC","0.517182"
"SORL1","0.517107"
"SLC25A51","0.516828"
"TKTL2","0.516648"
"NOX5","0.516623"
"LOC439911","0.516282"
"AP4B1","0.516088"
"CARD10","0.515847"
"RHOBTB3","0.51573"
"CMTM4","0.515591"
"CD3D","0.515545"
"LOC100240734","0.515459"
"DNMT3B","0.515442"
"ESCO1","0.515431"
"NCAM2","0.514595"
"NFIC","0.514349"
"IPMK","0.5142"
"FAM83F","0.51415"
"SNRNP200","0.513927"
"LRRC25","0.513647"
"PRO1082","0.513568"
"FBN1","0.51314"
"CPD","0.512938"
"IL17F","0.512808"
"SGPP1","0.512499"
"LOC100652770","0.51241"
"AP4E1","0.512176"
"MYH7B","0.512045"
"MICU1","0.511949"
"NECAB1","0.511924"
"FAM46D","0.511849"
"CCDC40","0.511791"
"SLC9A3","0.511739"
"MPZL1","0.511728"
"BRD4","0.511528"
"AKR7A2","0.511364"
"SALL2","0.511202"
"COBLL1","0.511094"
"TGOLN2","0.510941"
"LOC155060","0.510803"
"PCDH7","0.510609"
"RPL10L","0.510318"
"SND1-IT1","0.510228"
"SDR9C7","0.510119"
"MAP4K4","0.510086"
"DPY19L2","0.50988"
"PDP1","0.509781"
"SYNGR2","0.509336"
"CDAN1","0.509314"
"GAFA1","0.509235"
"LAPTM4A","0.509096"
"MMP20","0.509031"
"LUM","0.508941"
"PAPD5","0.508335"
"SLC6A15","0.508292"
"NUP160","0.508292"
"UST","0.508218"
"DYSF","0.508008"
"PEX26","0.507815"
"HOXC13","0.507458"
"ZDHHC16","0.507266"
"PLAC8","0.506952"
"RPS20P27","0.506891"
"WFDC2","0.506816"
"GAS7","0.506807"
"AQP9","0.506514"
"FAM95B1","0.506224"
"OVOL1","0.50596"
"DSG1","0.505549"
"HLA-G","0.505451"
"PHF19","0.505404"
"HYDIN","0.50501"
"FSCB","0.504949"
"DTNA","0.504927"
"CD300C","0.504765"
"MRPL43","0.504537"
"TCF4","0.504407"
"UBL4A","0.504211"
"TTC14","0.504141"
"PDIK1L","0.503962"
"ACD","0.503863"
"PAQR3","0.503681"
"C14ORF105","0.503633"
"KLRC3","0.503578"
"OSCP1","0.503316"
"ADAM5","0.503016"
"SH3BGRL2","0.502954"
"MATN1-AS1","0.502703"
"VPS52","0.502629"
"AK8","0.502238"
"CCNB1","0.502185"
"LINC00421","0.502145"
"RGS1","0.50171"
"ESCO2","0.50164"
"GRAMD4","0.5014"
"CDK15","0.501314"
"SMARCD3","0.501114"
"BTK","0.500881"
"DIAPH1","0.500653"
"SULT2A1","0.500613"
"PRUNE","0.500401"
"LINC00307","0.500331"
"HUS1","0.500232"
"C15ORF40","0.500082"
"DHX40","0.500031"
"ABCA6","0.4995"
"FBXO15","0.49947"
"UQCRFS1","0.499269"
"SORCS2","0.49921"
"CYP2E1","0.49858"
"GCKR","0.498385"
"SP2","0.498312"
"IL34","0.49826"
"FAM223B","0.498201"
"CCNE2","0.498"
"DVL2","0.497834"
"PDE11A","0.497622"
"KIAA0247","0.497615"
"ACSM5","0.497374"
"ARV1","0.49731"
"CLIP3","0.497239"
"ADCY3","0.497204"
"PHLPP1","0.497104"
"FRMD8","0.497076"
"TNFAIP2","0.497076"
"MYO1D","0.497066"
"CMPK1","0.49701"
"KRT36","0.496878"
"PPP1R3C","0.496783"
"MMP12","0.496572"
"CDK16","0.496368"
"RNASEL","0.496368"
"WDR11","0.49615"
"PEX5","0.496121"
"SPIN4","0.496003"
"PLK2","0.495796"
"INPP5B","0.495134"
"IMPA2","0.494775"
"RERG","0.494673"
"SLC16A12","0.494572"
"SLC44A4","0.49425"
"ATP4B","0.494113"
"C11ORF52","0.494073"
"SYNE1","0.493746"
"DTX1","0.493584"
"ANLN","0.493489"
"VRK2","0.493425"
"TENC1","0.492816"
"GDPD1","0.492683"
"OTUD6B","0.492663"
"MAGEH1","0.492659"
"PKDCC","0.492456"
"TBC1D25","0.492298"
"L3MBTL4","0.492179"
"CLMP","0.492118"
"GSDMA","0.491975"
"RNASEK","0.491969"
"MLYCD","0.491598"
"STIL","0.491419"
"ST6GAL1","0.491245"
"KCNA5","0.491212"
"INADL","0.491007"
"PABPC4L","0.490798"
"RPL21","0.490627"
"NEIL1","0.490621"
"FAM83A","0.490464"
"MED25","0.490295"
"KDR","0.490199"
"KRAS","0.48992"
"PPP1R36","0.489652"
"RAB26","0.489457"
"SAMD13","0.488485"
"FBLN5","0.488221"
"HAUS8","0.488184"
"PAH","0.488175"
"FEZ1","0.487645"
"MB21D2","0.487535"
"FAT4","0.487524"
"PACSIN1","0.487015"
"LRRC3DN","0.486837"
"DFNB31","0.486341"
"COX10","0.485892"
"POLR2B","0.485848"
"UNC5A","0.485749"
"CTNND1","0.485737"
"SND1","0.485417"
"MRRF","0.485061"
"TTC9","0.485046"
"MMP11","0.484918"
"FAM81B","0.484667"
"CAMK1D","0.483752"
"BAIAP3","0.483735"
"EYA2","0.483735"
"RPS3A","0.483336"
"TRA2A","0.483124"
"CREB5","0.483123"
"SRCIN1","0.481482"
"HINFP","0.481476"
"SERPINB2","0.481308"
"PROS1","0.480617"
"NFU1","0.480243"
"LOC388882","0.479959"
"LZTR1","0.479872"
"TNFRSF8","0.47978"
"C11ORF63","0.479673"
"EIF5","0.479638"
"SUGP2","0.479405"
"ZNF608","0.479276"
"LRBA","0.478852"
"NPY5R","0.478222"
"ADAM12","0.477892"
"CORO1B","0.477813"
"FNBP1","0.477571"
"IGFBP3","0.477443"
"DNAJC18","0.477239"
"STOML1","0.476885"
"ELF1","0.476508"
"CCDC121","0.476221"
"EEF2K","0.476117"
"STAU1","0.475219"
"ATAD3B","0.475081"
"DDHD1","0.475037"
"ACAD11","0.473704"
"CAMK2B","0.47354"
"LYPD6","0.473435"
"FAM171A1","0.47313"
"IST1","0.473023"
"MSLN","0.471833"
"REEP3","0.471715"
"SYVN1","0.471555"
"LOC100506253","0.471406"
"VASH1","0.471274"
"TAS2R8","0.471192"
"PARG","0.471141"
"CDY2A","0.471119"
"PDCD6","0.4711"
"UBA2","0.470837"
"LRTOMT","0.470808"
"NNT","0.470459"
"FBXW7","0.470309"
"PRDX1","0.470133"
"C1QTNF4","0.470098"
"VN1R2","0.469978"
"EPS8L3","0.469323"
"SPDYE8P","0.469218"
"CXORF36","0.469153"
"TMEM17","0.469077"
"TRMT10C","0.468901"
"LEP","0.46876"
"FGF14-AS2","0.468655"
"ODF2L","0.468358"
"KCNE3","0.467667"
"PARPBP","0.467562"
"TSPYL6","0.46747"
"MC4R","0.46747"
"RASSF5","0.466583"
"GFM1","0.46606"
"PLSCR4","0.466016"
"LRPPRC","0.465999"
"SEC24B","0.465698"
"CD200R1","0.465592"
"HKR1","0.464779"
"NCSTN","0.464658"
"SHROOM3","0.464325"
"MUM1L1","0.464114"
"SERINC3","0.464028"
"FAM122B","0.463833"
"PAN2","0.463534"
"COPS7A","0.463192"
"CWC22","0.462843"
"PRKACB","0.462311"
"LOC100130417","0.462151"
"ADD2","0.461761"
"OR51B4","0.461698"
"OSBPL3","0.460113"
"LYZL2","0.459599"
"NEDD1","0.45934"
"TRAPPC4","0.459061"
"LTB","0.458561"
"PPP1R9B","0.45842"
"PRPF19","0.458259"
"PON1","0.457707"
"SLK","0.457385"
"MRPS23","0.456702"
"STEAP4","0.45592"
"BMP8A","0.454679"
"SPNS2","0.453137"
"SLC7A9","0.452037"
"LOC284412","0.451872"
"PRKG1","0.451859"
"GLS","0.451691"
"KLHDC3","0.450924"
"SDC3","0.450651"
"SERTAD4","0.449913"
"PPIB","0.448442"
"LOC220077","0.448138"
"GSG2","0.446583"
"POF1B","0.445442"
"ITGAV","0.444879"
"LYRM2","0.443556"
"C5ORF45","0.442864"
"PTPN11","0.442104"
"LIN37","0.440713"
"ATP5S","0.438799"
"NBPF3","0.438626"
"COL4A6","0.438465"
"ASS1","0.435851"
"HS6ST2","0.433608"
"TLL1","0.433134"
"COPS5","0.433091"
"RNASEH1","0.430846"
