"entrezgene_id","hgnc_id","uniprot_id","gene_name","description","type"
"e:51149","h:30817","F6UWW1","MRNIP","MRN complex interacting protein","gene with protein product"
"e:23161","h:21335","B8ZZT9","SNX13","sorting nexin 13","gene with protein product"
"e:27332","h:17894","Q14966,C9JHV0,C9JWN0,C9JSD0,C9JMR2","ZNF638","zinc finger protein 638","gene with protein product"
"e:8618","h:1426","","CADPS","calcium dependent secretion activator","gene with protein product"
"e:196513","h:24451","B4DRD1,F5H3J1,F5H4R4","DCP1B","decapping mRNA 1B","gene with protein product"
"e:1271","h:2170","P26992","CNTFR","ciliary neurotrophic factor receptor","gene with protein product"
"e:7637","h:13159","F5H0T0","ZNF84","zinc finger protein 84","gene with protein product"
"e:91975","h:13091","Q96RE9","ZNF300","zinc finger protein 300","gene with protein product"
"e:8470","h:24098","G3XAI0","SORBS2","sorbin and SH3 domain containing 2","gene with protein product"
"e:80319","h:24593","","CXXC4","CXXC finger protein 4","gene with protein product"
"e:10180","h:9903","B4E0G6,F8WCA5","RBM6","RNA binding motif protein 6","gene with protein product"
"e:84775","h:28192","Q96SK3","ZNF607","zinc finger protein 607","gene with protein product"
"e:80055","h:25712","A6NI33","PGAP1","post-GPI attachment to proteins 1","gene with protein product"
"e:730051","h:33258","","ZNF814","zinc finger protein 814","gene with protein product"
"e:23157","h:15848","Q14141,B1AMS2,F8W8Q8,Q541S4,Q548C9","SEPT6","septin 6","gene with protein product"
"e:79603","h:23747","Q9HA82,Q53HF9","CERS4","ceramide synthase 4","gene with protein product"
"e:58486","h:30803","Q49AG3","ZBED5","zinc finger BED-type containing 5","gene with protein product"
"","h:20513","G3V1B1","SUGT1P3","SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 3","pseudogene"
"e:4676","h:7640","E9PJJ2,E9PNJ7,E9PKT8,E9PNW0,E9PKI2","NAP1L4","nucleosome assembly protein 1 like 4","gene with protein product"
"e:80055","h:25712","Q75T13,A6NI33,E7ESR7","PGAP1","post-GPI attachment to proteins 1","gene with protein product"
"e:64149","h:30173","Q9HAS0","C17orf75","chromosome 17 open reading frame 75","gene with protein product"
"e:7700","h:12926","D6RIY0,Q15928","ZNF141","zinc finger protein 141","gene with protein product"
"e:57684","h:23383","Q9HCK0","ZBTB26","zinc finger and BTB domain containing 26","gene with protein product"
"e:7163","h:12005","E5RKB4","TPD52","tumor protein D52","gene with protein product"
"e:10499","h:7669","Q15596","NCOA2","nuclear receptor coactivator 2","gene with protein product"
"e:399818","h:33787","E7EVF1,Q5JPI9,G3V238,Q8TC28","METTL10","methyltransferase like 10","gene with protein product"
"e:55193","h:30064","C9J409","PBRM1","polybromo 1","gene with protein product"
"e:23294","h:20961","Q92625,E7EM84,B4DQW8,Q05CP0,Q49AR9","ANKS1A","ankyrin repeat and sterile alpha motif domain containing 1A","gene with protein product"
"e:11231","h:21082","Q9UGP8","SEC63","SEC63 homolog, protein translocation regulator","gene with protein product"
"e:5601","h:6886","P45984,E5RJ57","MAPK9","mitogen-activated protein kinase 9","gene with protein product"
"e:6468","h:10847","","FBXW4","F-box and WD repeat domain containing 4","gene with protein product"
"e:23303","h:14405","E7ERX9,F8VPJ2,Q9NQT8","KIF13B","kinesin family member 13B","gene with protein product"
"e:55297","h:24855","F5H1Z3","CCDC91","coiled-coil domain containing 91","gene with protein product"
"e:7360","h:12527","F8WC70,C9JTZ5,C9J6Q0,F2Z3H1,Q16851","UGP2","UDP-glucose pyrophosphorylase 2","gene with protein product"
"e:121274","h:31834","Q96N77,B3KS43","ZNF641","zinc finger protein 641","gene with protein product"
"e:123263","h:29666","Q96DP5,B7Z734","MTFMT","mitochondrial methionyl-tRNA formyltransferase","gene with protein product"
"e:37","h:92","P49748","ACADVL","acyl-CoA dehydrogenase, very long chain","gene with protein product"
"e:23358","h:12623","Q9UPU5","USP24","ubiquitin specific peptidase 24","gene with protein product"
"e:54545","h:18191","D6RE76","MTMR12","myotubularin related protein 12","gene with protein product"
"e:56922","h:6936","E7EX16,F2Z3E2,E9PG35,F2Z2Z7,F8WF46,F5GYT8","MCCC1","methylcrotonoyl-CoA carboxylase 1","gene with protein product"
"e:1838","h:3058","F8WD22,E7ES64,E9PEY4,B7Z202","DTNB","dystrobrevin beta","gene with protein product"
"e:26190","h:13608","Q9UKT8,Q4VXH1","FBXW2","F-box and WD repeat domain containing 2","gene with protein product"
"e:55825","h:18281","Q9BY49,B4DJS2","PECR","peroxisomal trans-2-enoyl-CoA reductase","gene with protein product"
"e:8725","h:13236","O94763,Q6NX55","URI1","URI1, prefoldin like chaperone","gene with protein product"
"e:121536","h:24051","Q6ZN18,B3KXA1","AEBP2","AE binding protein 2","gene with protein product"
"e:138199","h:23435","Q5T8U9,Q8N4J0","CARNMT1","carnosine N-methyltransferase 1","gene with protein product"
"e:6936","h:1317","A4UHQ9","GCFC2","GC-rich sequence DNA-binding factor 2","gene with protein product"
"e:57186","h:16207","Q2PPJ7","RALGAPA2","Ral GTPase activating protein catalytic alpha subunit 2","gene with protein product"
"e:26469","h:9649","E7EMB8","PTPN18","protein tyrosine phosphatase, non-receptor type 18","gene with protein product"
"e:3680","h:6145","E9PDS3","ITGA9","integrin subunit alpha 9","gene with protein product"
"e:1973","h:3282","B4E102,B4DKP9","EIF4A1","eukaryotic translation initiation factor 4A1","gene with protein product"
"e:11059","h:17004","Q5YLC1,Q9H0M0","WWP1","WW domain containing E3 ubiquitin protein ligase 1","gene with protein product"
"e:23369","h:14958","","PUM2","pumilio RNA binding family member 2","gene with protein product"
"e:5291","h:8976","F8WDJ8","PIK3CB","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","gene with protein product"
"e:84148","h:17933","Q9H7Z6,G5E9P2","KAT8","lysine acetyltransferase 8","gene with protein product"
"e:91369","h:28233","A8IK34,Q6AI12","ANKRD40","ankyrin repeat domain 40","gene with protein product"
"e:23054","h:15936","Q14686,F8WCI1,F6M2K2","NCOA6","nuclear receptor coactivator 6","gene with protein product"
"e:29926","h:22923","Q96IJ6,C9JAH0,F8WD54,C9J255","GMPPA","GDP-mannose pyrophosphorylase A","gene with protein product"
"e:27173","h:12876","Q5T4K3","SLC39A1","solute carrier family 39 member 1","gene with protein product"
"e:9847","h:29062","Q86YS7,F5H3N1,F5H5R1","C2CD5","C2 calcium dependent domain containing 5","gene with protein product"
"e:374900","h:25392","C9K0F2","ZNF568","zinc finger protein 568","gene with protein product"
"e:9685","h:23186","","CLINT1","clathrin interactor 1","gene with protein product"
"e:10018","h:994","E9PAM9","BCL2L11","BCL2 like 11","gene with protein product"
"e:55770","h:24968","Q96KP1,Q2MDF5,B3KPN7","EXOC2","exocyst complex component 2","gene with protein product"
"e:83752","h:20598","Q86WA8,E7EN44,B7ZKL7","LONP2","lon peptidase 2, peroxisomal","gene with protein product"
"e:113178,e:113179","h:30385,h:25151","Q969E2,F8WDW4","SCAMP4","secretory carrier membrane protein 4","gene with protein product"
"e:91404","h:18379","F8WFB2","SESTD1","SEC14 and spectrin domain containing 1","gene with protein product"
"e:22887","h:29178","Q9UPW0,C9JVP0","FOXJ3","forkhead box J3","gene with protein product"
"e:5813","h:9701","Q00577","PURA","purine rich element binding protein A","gene with protein product"
"e:26469","h:9649","Q99952,B4E1E6","PTPN18","protein tyrosine phosphatase, non-receptor type 18","gene with protein product"
"e:81605","h:28378","Q5T4A9","URM1","ubiquitin related modifier 1","gene with protein product"
"e:22881","h:17280","","ANKRD6","ankyrin repeat domain 6","gene with protein product"
"e:55268","h:23408","Q86YB7,F5GWU3","ECHDC2","enoyl-CoA hydratase domain containing 2","gene with protein product"
"e:55366","h:13299","G5E9B3","LGR4","leucine rich repeat containing G protein-coupled receptor 4","gene with protein product"
"e:23190","h:14860","F8WB86","UBXN4","UBX domain protein 4","gene with protein product"
"e:440193","h:19967","G3V3S0,B4DZB8,Q9P219","CCDC88C","coiled-coil domain containing 88C","gene with protein product"
"e:59345","h:20731","Q9HAV0","GNB4","G protein subunit beta 4","gene with protein product"
"e:6715","h:11284","D6RDL6,D6RG03,B7Z4D8","SRD5A1","steroid 5 alpha-reductase 1","gene with protein product"
"e:6882","h:11544","B4DY18,Q15544","TAF11","TATA-box binding protein associated factor 11","gene with protein product"
"e:6744","h:11319","E9PHV5","SSFA2","sperm specific antigen 2","gene with protein product"
"e:79718","h:29529","C9JBN1,Q9BZK7","TBL1XR1","transducin beta like 1 X-linked receptor 1","gene with protein product"
"e:79657","h:26151","Q9H6T3","RPAP3","RNA polymerase II associated protein 3","gene with protein product"
"e:256471","h:28486","","MFSD8","major facilitator superfamily domain containing 8","gene with protein product"
"e:901","h:1593","","CCNG2","cyclin G2","gene with protein product"
"e:90589,e:7568","h:30571,h:12992","Q96I27,F2Z3I2","ZNF625","zinc finger protein 625","gene with protein product"
"e:8725","h:13236","F8W9T0,O94763,Q6NX55","URI1","URI1, prefoldin like chaperone","gene with protein product"
"e:6920","h:11615","O75764","TCEA3","transcription elongation factor A3","gene with protein product"
"e:51678","h:18167","Q9NZW5","MPP6","membrane palmitoylated protein 6","gene with protein product"
"e:122809","h:19392","Q5H9R6,Q8WXH5","SOCS4","suppressor of cytokine signaling 4","gene with protein product"
"e:6894","h:11568","Q13395","TARBP1","TAR (HIV-1) RNA binding protein 1","gene with protein product"
"e:163059","h:20811","Q8N7K0,C9JQA6,F8VXJ9,F8VP42,F8VTV7,F8W0C9,F8W652","ZNF433","zinc finger protein 433","gene with protein product"
"e:84542,e:339804","h:29387,h:34439","F8VY72,C9JBF1","KIAA1841","KIAA1841","gene with protein product"
"e:84450","h:29380","Q96ME7","ZNF512","zinc finger protein 512","gene with protein product"
"e:10621","h:15763","Q9H1D9","POLR3F","RNA polymerase III subunit F","gene with protein product"
"e:55552","h:30936","P16415,C9J2N8,B7Z8D4","ZNF823","zinc finger protein 823","gene with protein product"
"e:56647","h:978","Q9P287,B4E318","BCCIP","BRCA2 and CDKN1A interacting protein","gene with protein product"
"e:5931","h:9890","C9J7L0","RBBP7","RB binding protein 7, chromatin remodeling factor","gene with protein product"
"e:7637","h:13159","P51523,F5H6X5","ZNF84","zinc finger protein 84","gene with protein product"
"e:3105","h:4931","","HLA-A","major histocompatibility complex, class I, A","gene with protein product"
"e:10849","h:24219","O15446","CD3EAP","CD3e molecule associated protein","gene with protein product"
"e:3097","h:4921","Q38G99","HIVEP2","human immunodeficiency virus type I enhancer binding protein 2","gene with protein product"
"e:64167","h:29499","","ERAP2","endoplasmic reticulum aminopeptidase 2","gene with protein product"
"e:6498","h:10897","P12757,C9J8R9","SKIL","SKI like proto-oncogene","gene with protein product"
"e:3554","h:5993","B8ZZW4,B8ZZ73","IL1R1","interleukin 1 receptor type 1","gene with protein product"
"e:414260","h:31657","Q5W0B8","LINC00619","long intergenic non-protein coding RNA 619","RNA, long non-coding"
"e:25885","h:17264","","POLR1A","RNA polymerase I subunit A","gene with protein product"
"e:130271","h:30506","Q8IVE3","PLEKHH2","pleckstrin homology, MyTH4 and FERM domain containing H2","gene with protein product"
"e:8909","h:14369","","ENDOU","endonuclease, poly(U) specific","gene with protein product"
"e:84701","h:16232","","COX4I2","cytochrome c oxidase subunit 4I2","gene with protein product"
"e:10894","h:14687","E7EPC7","LYVE1","lymphatic vessel endothelial hyaluronan receptor 1","gene with protein product"
"e:116835","h:16193","Q5JX83","HSPA12B","heat shock protein family A (Hsp70) member 12B","gene with protein product"
"e:81578","h:17025","F5GZK2,Q96P44","COL21A1","collagen type XXI alpha 1 chain","gene with protein product"
"e:1788","h:2978","Q9Y6K1","DNMT3A","DNA methyltransferase 3 alpha","gene with protein product"
"e:53405","h:13517","Q53G01,Q9NZA1,Q8NBY3","CLIC5","chloride intracellular channel 5","gene with protein product"
"e:2977","h:4684","P33402","GUCY1A2","guanylate cyclase 1 soluble subunit alpha 2","gene with protein product"
"e:342035","h:29514","","GLDN","gliomedin","gene with protein product"
"e:220164","h:28301","Q6PKX4","DOK6","docking protein 6","gene with protein product"
"e:1392","h:2355","P06850","CRH","corticotropin releasing hormone","gene with protein product"
"e:8909","h:14369","P21128","ENDOU","endonuclease, poly(U) specific","gene with protein product"
"e:7294","h:12434","","TXK","TXK tyrosine kinase","gene with protein product"
"e:2977","h:4684","","GUCY1A2","guanylate cyclase 1 soluble subunit alpha 2","gene with protein product"
"e:2307","h:3735","O43638","FOXS1","forkhead box S1","gene with protein product"
"e:1588","h:2594","P11511","CYP19A1","cytochrome P450 family 19 subfamily A member 1","gene with protein product"
"e:10216","h:9364","Q92954","PRG4","proteoglycan 4","gene with protein product"
"e:84253","h:25425","C9J9U0","GARNL3","GTPase activating Rap/RanGAP domain like 3","gene with protein product"
"e:51751","h:24318","Q9P298","HIGD1B","HIG1 hypoxia inducible domain family member 1B","gene with protein product"
"e:60495","h:18374","Q8WWQ2,Q2M1H9","HPSE2","heparanase 2 (inactive)","gene with protein product"
"e:767577","h:32989","","SNORD114-1","small nucleolar RNA, C/D box 114-1","RNA, small nucleolar"
"e:11069","h:16626","Q8WZA2","RAPGEF4","Rap guanine nucleotide exchange factor 4","gene with protein product"
"e:152404","h:16669","C9JAD3","IGSF11","immunoglobulin superfamily member 11","gene with protein product"
"e:22837","h:23571","Q53SF7","COBLL1","cordon-bleu WH2 repeat protein like 1","gene with protein product"
"e:2825","h:4463","C9JCK1,P46091","GPR1","G protein-coupled receptor 1","gene with protein product"
"e:1259","h:2148","D6R978","CNGA1","cyclic nucleotide gated channel alpha 1","gene with protein product"
"e:203447","h:25391","","NRK","Nik related kinase","gene with protein product"
"e:3554","h:5993","C9J3W8","IL1R1","interleukin 1 receptor type 1","gene with protein product"
"e:220929","h:21029","Q5T427","ZNF438","zinc finger protein 438","gene with protein product"
"e:6654","h:11187","","SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1","gene with protein product"
"e:8543","h:6644","P61968","LMO4","LIM domain only 4","gene with protein product"
"e:130132","h:26402","","RFTN2","raftlin family member 2","gene with protein product"
"e:9729","h:21636","E9PQS0","KIAA0408","KIAA0408","gene with protein product"
"e:131034","h:2317","D6RFY4","CPNE4","copine 4","gene with protein product"
"e:80133","h:26287","Q5TGP6","MROH9","maestro heat like repeat family member 9","gene with protein product"
"e:9934","h:16442","A5JUU3,Q15391","P2RY14","purinergic receptor P2Y14","gene with protein product"
"e:23266","h:18582","","ADGRL2","adhesion G protein-coupled receptor L2","gene with protein product"
"e:55790","h:24290","E5RGK2","CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1","gene with protein product"
"e:117156","h:18391","Q96PL1,Q2L6B3","SCGB3A2","secretoglobin family 3A member 2","gene with protein product"
"e:10905","h:6822","O60476,Q5T9E2","MAN1A2","mannosidase alpha class 1A member 2","gene with protein product"
"e:10207","h:28881","F5GY89","PATJ","PATJ, crumbs cell polarity complex component","gene with protein product"
"e:6579","h:10956","C9JSB7","SLCO1A2","solute carrier organic anion transporter family member 1A2","gene with protein product"
"e:5168","h:3357","E7EUF1","ENPP2","ectonucleotide pyrophosphatase/phosphodiesterase 2","gene with protein product"
"e:23002","h:18142","Q9Y4D1,G3V275","DAAM1","dishevelled associated activator of morphogenesis 1","gene with protein product"
"e:84525","h:24961","B7WNL2","HOPX","HOP homeobox","gene with protein product"
"e:79875","h:25835","B4DR13","THSD4","thrombospondin type 1 domain containing 4","gene with protein product"
"e:5729","h:9591","Q13258","PTGDR","prostaglandin D2 receptor","gene with protein product"
"e:4744","h:7737","P12036","NEFH","neurofilament heavy","gene with protein product"
"e:220965","h:19371","B7ZB77,A8K181,Q8NE31","FAM13C","family with sequence similarity 13 member C","gene with protein product"
"e:9356","h:10970","","SLC22A6","solute carrier family 22 member 6","gene with protein product"
"e:9356","h:10970","F5H0T7","SLC22A6","solute carrier family 22 member 6","gene with protein product"
"e:51514","h:30288","Q9NZJ0","DTL","denticleless E3 ubiquitin protein ligase homolog","gene with protein product"
"e:7368","h:12555","Q16880","UGT8","UDP glycosyltransferase 8","gene with protein product"
"e:3787","h:6300","Q96KK3,A2RUL8","KCNS1","potassium voltage-gated channel modifier subfamily S member 1","gene with protein product"
"e:63923","h:22942","Q9UQP3,B3KXB6","TNN","tenascin N","gene with protein product"
"e:3624","h:6066","P08476,A4D1W7","INHBA","inhibin beta A subunit","gene with protein product"
"e:3716","h:6190","P23458","JAK1","Janus kinase 1","gene with protein product"
"e:286053","h:26513","E5RG00","NSMCE2","NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase","gene with protein product"
"e:85403","h:20907","B4E3F5,F8WFA5","EAF1","ELL associated factor 1","gene with protein product"
"e:9859","h:28920","E5RFU8","CEP170","centrosomal protein 170","gene with protein product"
"e:4860","h:7892","G3V393","PNP","purine nucleoside phosphorylase","gene with protein product"
"e:4145","h:6906","Q16176","MATK","megakaryocyte-associated tyrosine kinase","gene with protein product"
"e:6810","h:11439","A8MXY0","STX4","syntaxin 4","gene with protein product"
"e:51567","h:17768","","TDP2","tyrosyl-DNA phosphodiesterase 2","gene with protein product"
"e:9943","h:8508","F8WBK9","OXSR1","oxidative stress responsive 1","gene with protein product"
"e:79158","h:29670","Q9BUA5,F8W1L9,Q3T906","GNPTAB","N-acetylglucosamine-1-phosphate transferase alpha and beta subunits","gene with protein product"
"e:8536","h:1459","Q14012,F8W6S9","CAMK1","calcium/calmodulin dependent protein kinase I","gene with protein product"
"e:92181","h:24463","B3KMW8,Q8WUN7","UBTD2","ubiquitin domain containing 2","gene with protein product"
"e:1329","h:2269","","COX5B","cytochrome c oxidase subunit 5B","gene with protein product"
"e:51150","h:24188","Q9BRK5,G3V1E2","SDF4","stromal cell derived factor 4","gene with protein product"
"e:55092","h:25488","Q9NW97,Q9BSA0","TMEM51","transmembrane protein 51","gene with protein product"
"e:55647","h:18260","Q9NX57","RAB20","RAB20, member RAS oncogene family","gene with protein product"
"e:51465","h:17598","F5GWD1","UBE2J1","ubiquitin conjugating enzyme E2 J1","gene with protein product"
"e:80176","h:30628","Q96BD6","SPSB1","splA/ryanodine receptor domain and SOCS box containing 1","gene with protein product"
"e:84520","h:20356","Q9BXV9","GON7","GON7, KEOPS complex subunit homolog","gene with protein product"
"e:5880","h:9802","P15153,B1AH79","RAC2","ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)","gene with protein product"
"e:4046","h:6707","P33241","LSP1","lymphocyte-specific protein 1","gene with protein product"
"e:3689","h:6155","E5RGK9,F5H0T6","ITGB2","integrin subunit beta 2","gene with protein product"
"e:9732","h:19192","Q8N1I0","DOCK4","dedicator of cytokinesis 4","gene with protein product"
"e:2268","h:3697","F5H3M4,P09769","FGR","FGR proto-oncogene, Src family tyrosine kinase","gene with protein product"
"e:10318","h:16903","E7EW68,Q6N077","TNIP1","TNFAIP3 interacting protein 1","gene with protein product"
"e:548645,e:552891","h:34187,h:37501","F2Z3D1","DNAJC25","DnaJ heat shock protein family (Hsp40) member C25","gene with protein product"
"e:23011","h:18263","Q9UL25","RAB21","RAB21, member RAS oncogene family","gene with protein product"
"e:391","h:672","P84095,Q6ICQ8","RHOG","ras homolog family member G","gene with protein product"
"e:5739","h:9602","P43119","PTGIR","prostaglandin I2 (prostacyclin) receptor (IP)","gene with protein product"
"e:5970","h:9955","Q04206","RELA","RELA proto-oncogene, NF-kB subunit","gene with protein product"
"e:6672","h:11206","F8WFE2,C9JBL0","SP100","SP100 nuclear antigen","gene with protein product"
"e:23673","h:11430","B1AJQ6","STX12","syntaxin 12","gene with protein product"
"e:3460","h:5440","E7EUY1,B5MCZ0,F8WF11,F8WE34","IFNGR2","interferon gamma receptor 2","gene with protein product"
"e:23136","h:3380","Q9Y2J2","EPB41L3","erythrocyte membrane protein band 4.1 like 3","gene with protein product"
"e:4664","h:7626","Q13506","NAB1","NGFI-A binding protein 1","gene with protein product"
"e:9043","h:14524","A6H8U5,O60271","SPAG9","sperm associated antigen 9","gene with protein product"
"e:7159","h:12000","Q13625,F8WBY9,B4DG66","TP53BP2","tumor protein p53 binding protein 2","gene with protein product"
"e:55022","h:26084","F5H314","PID1","phosphotyrosine interaction domain containing 1","gene with protein product"
"e:54520","h:25611","","CCDC93","coiled-coil domain containing 93","gene with protein product"
"e:285521","h:26801","Q8N8Q8","COX18","COX18, cytochrome c oxidase assembly factor","gene with protein product"
"e:3269","h:5182","C9J2E6","HRH1","histamine receptor H1","gene with protein product"
"e:166929","h:28395","Q8NHU3","SGMS2","sphingomyelin synthase 2","gene with protein product"
"e:3267","h:5175","P52594,E9PHX7,F5GYJ2,B3KUL1","AGFG1","ArfGAP with FG repeats 1","gene with protein product"
"e:3843","h:6402","E7ETV3","IPO5","importin 5","gene with protein product"
"e:7444","h:12719","","VRK2","vaccinia related kinase 2","gene with protein product"
"e:5932","h:9891","Q99708","RBBP8","RB binding protein 8, endonuclease","gene with protein product"
"e:57514","h:29216","F5H7Q1","ARHGAP31","Rho GTPase activating protein 31","gene with protein product"
"e:401233","h:38586","","HTATSF1P2","HIV-1 Tat specific factor 1 pseudogene 2","pseudogene"
"e:5436","h:9194","E9PIU7,E9PKH3","POLR2G","RNA polymerase II subunit G","gene with protein product"
"e:3455","h:5433","P48551,Q9BUA0","IFNAR2","interferon alpha and beta receptor subunit 2","gene with protein product"
"e:4790","h:7794","D6RH30,D6RDI9","NFKB1","nuclear factor kappa B subunit 1","gene with protein product"
"e:7378","h:12576","","UPP1","uridine phosphorylase 1","gene with protein product"
"e:5209","h:8874","E9PGD4,Q5VX15,F5H5L1","PFKFB3","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","gene with protein product"
"e:83637","h:22229","C9JDA5","ZMIZ2","zinc finger MIZ-type containing 2","gene with protein product"
"e:6749","h:11327","","SSRP1","structure specific recognition protein 1","gene with protein product"
"e:91369","h:28233","Q6AI12","ANKRD40","ankyrin repeat domain 40","gene with protein product"
"e:56957","h:16683","Q6GQQ9","OTUD7B","OTU deubiquitinase 7B","gene with protein product"
"e:54963","h:15938","Q53HM1,Q9NWZ5","UCKL1","uridine-cytidine kinase 1 like 1","gene with protein product"
"e:5516","h:9300","E5RJX4","PPP2CB","protein phosphatase 2 catalytic subunit beta","gene with protein product"
"e:84193","h:20493","C9K0W5","SETD3","SET domain containing 3","gene with protein product"
"e:25778","h:29043","C9J9G6,Q6XUX3","DSTYK","dual serine/threonine and tyrosine protein kinase","gene with protein product"
"e:221504","h:28323","","ZBTB9","zinc finger and BTB domain containing 9","gene with protein product"
"e:83732","h:18656","Q9BRS2","RIOK1","RIO kinase 1","gene with protein product"
"e:9559","h:12711","O75436,A8MZ56","VPS26A","VPS26, retromer complex component A","gene with protein product"
"e:7319","h:12472","P49459,A6NGR2","UBE2A","ubiquitin conjugating enzyme E2 A","gene with protein product"
"e:9580","h:11192","","SOX13","SRY-box 13","gene with protein product"
"e:53354","h:8598","F8W915","PANK1","pantothenate kinase 1","gene with protein product"
"e:79993","h:26292","D6RHD0,D6RBR5","ELOVL7","ELOVL fatty acid elongase 7","gene with protein product"
"e:84230","h:25075","Q8TDW0","LRRC8C","leucine rich repeat containing 8 family member C","gene with protein product"
"e:202018","h:26887","B4DJJ3,D6RBK3","TAPT1","transmembrane anterior posterior transformation 1","gene with protein product"
"e:51372","h:26932","","TMA7","translation machinery associated 7 homolog","gene with protein product"
"e:79675","h:26150","C9JTP4,Q53R41","FASTKD1","FAST kinase domains 1","gene with protein product"
"e:121536","h:24051","Q6ZN18","AEBP2","AE binding protein 2","gene with protein product"
"e:23288","h:29171","Q6IPM2,C9JE72","IQCE","IQ motif containing E","gene with protein product"
"e:5562","h:9376","","PRKAA1","protein kinase AMP-activated catalytic subunit alpha 1","gene with protein product"
"e:22989","h:31073","","MYH15","myosin heavy chain 15","gene with protein product"
"e:7913","h:2768","D6R9L5","DEK","DEK proto-oncogene","gene with protein product"
"e:167681","h:21387","Q8N3Z0","PRSS35","protease, serine 35","gene with protein product"
"e:4245","h:7044","D6RBS3","MGAT1","mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase","gene with protein product"
"e:90809","h:19299","Q86T03","TMEM55B","transmembrane protein 55B","gene with protein product"
"e:9564","h:971","F8WA69,P56945,Q6QEF7,B2RBL9,B4DIW5","BCAR1","BCAR1, Cas family scaffolding protein","gene with protein product"
"e:196441","h:28328","","ZFC3H1","zinc finger C3H1-type containing","gene with protein product"
"e:200539","h:24470","Q86SG2","ANKRD23","ankyrin repeat domain 23","gene with protein product"
"e:23362","h:19093","E5RJE4","PSD3","pleckstrin and Sec7 domain containing 3","gene with protein product"
"e:11138","h:17791","","TBC1D8","TBC1 domain family member 8","gene with protein product"
"e:26112","h:24487","A6NI79","CCDC69","coiled-coil domain containing 69","gene with protein product"
"e:165186","h:33715","","TOGARAM2","TOG array regulator of axonemal microtubules 2","gene with protein product"
"e:4599","h:7532","B3KU10,P20591","MX1","MX dynamin like GTPase 1","gene with protein product"
"e:10229","h:2244","Q99807","COQ7","coenzyme Q7, hydroxylase","gene with protein product"
"e:10988","h:16672","B4DUX5","METAP2","methionyl aminopeptidase 2","gene with protein product"
"e:54545","h:18191","Q9C0I1,D6RHK0","MTMR12","myotubularin related protein 12","gene with protein product"
"e:10402","h:18080","F8W6U0,F2Z2F4,C9J9Y4","ST3GAL6","ST3 beta-galactoside alpha-2,3-sialyltransferase 6","gene with protein product"
"e:10479","h:11079","Q92581,Q5JPP8,B4DU30","SLC9A6","solute carrier family 9 member A6","gene with protein product"
"e:115019","h:14469","","SLC26A9","solute carrier family 26 member 9","gene with protein product"
"e:199","h:352","","AIF1","allograft inflammatory factor 1","gene with protein product"
"e:53346","h:11860","Q9BZW5","TM6SF1","transmembrane 6 superfamily member 1","gene with protein product"
"e:9767","h:22982","Q92613","JADE3","jade family PHD finger 3","gene with protein product"
"e:100526740,e:26024","h:22198,h:38844","C9JWL7","PTCD1","pentatricopeptide repeat domain 1","gene with protein product"
"e:11056","h:20038","Q9Y2R4,A8MTP9,Q59H21","DDX52","DExD-box helicase 52","gene with protein product"
"e:5082","h:8770","Q13371","PDCL","phosducin like","gene with protein product"
"e:84649","h:16940","Q96PD7","DGAT2","diacylglycerol O-acyltransferase 2","gene with protein product"
"e:10492","h:16918","O60506,Q59GL1","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein","gene with protein product"
"e:913","h:1638","E7EP01,A2RRL5,P15812","CD1E","CD1e molecule","gene with protein product"
"e:26097","h:24511","Q9Y3Y2,Q5T7Y7","CHTOP","chromatin target of PRMT1","gene with protein product"
"e:79152","h:21197","Q7L5A8,B7Z8T6","FA2H","fatty acid 2-hydroxylase","gene with protein product"
"e:83478","h:25361","Q8N264","ARHGAP24","Rho GTPase activating protein 24","gene with protein product"
"e:79956","h:23703","Q7Z2K6,E7ER77,B3KSB1,Q6ZMD3,Q4VXJ7","ERMP1","endoplasmic reticulum metallopeptidase 1","gene with protein product"
"e:51078","h:23187","B5MCC0","THAP4","THAP domain containing 4","gene with protein product"
"e:79993","h:26292","A1L3X0,D6RBM2","ELOVL7","ELOVL fatty acid elongase 7","gene with protein product"
"e:288","h:494","F5GXK0","ANK3","ankyrin 3","gene with protein product"
"e:5438","h:9196","","POLR2I","RNA polymerase II subunit I","gene with protein product"
"e:55041","h:19236","B4DZ66","PLEKHB2","pleckstrin homology domain containing B2","gene with protein product"
"e:57447","h:14460","Q9UN36,G3V3X3,G3V3N4,G3V4S9,G3V4T9,G3V2A6,G3V237","NDRG2","NDRG family member 2","gene with protein product"
"e:5003","h:10965","E9PLK8","SLC22A18AS","solute carrier family 22 member 18 antisense","gene with protein product"
"e:84193","h:20493","Q6NXR6","SETD3","SET domain containing 3","gene with protein product"
