"V1","V2"
"NDUFAF2","0.507181"
"TLR9","0.507157"
"FLYWCH2","0.506863"
"HSD3B1","0.506737"
"STXBP1","0.506647"
"ZCCHC9","0.50643"
"LOC100131943","0.506059"
"ZDHHC21","0.506035"
"TAGAP","0.505936"
"C10ORF126","0.505715"
"RBM14","0.505562"
"PFN3","0.505477"
"KRT20","0.505475"
"FBXO42","0.505216"
"DYNC1LI2","0.50509"
"RASA1","0.504887"
"PSD","0.504879"
"TMEM209","0.504878"
"SNTN","0.504782"
"SNRPF","0.504768"
"SNCAIP","0.504394"
"CIT","0.503989"
"RAB33A","0.503791"
"TTI1","0.503721"
"TSPAN16","0.503715"
"CSTL1","0.503684"
"TNFSF10","0.503421"
"PAPD5","0.503365"
"C1QC","0.503031"
"HAVCR2","0.502812"
"RCVRN","0.502535"
"TPRX1","0.502105"
"TMEM109","0.501978"
"KIF24","0.501959"
"PYGO1","0.5016"
"SPANXD","0.501264"
"SCN2A","0.501219"
"FAM133A","0.500992"
"FPGS","0.500962"
"MYL3","0.500891"
"BCL7A","0.500869"
"DPY19L2","0.500717"
"IL7","0.500517"
"NDUFB9","0.500478"
"LOC100130476","0.500398"
"C4ORF32","0.500339"
"ANGPT1","0.500327"
"KHSRP","0.500191"
"MYH15","0.500148"
"WNK3","0.499809"
"FABP1","0.499587"
"STON1-GTF2A1L","0.499498"
"SNHG11","0.49931"
"FCAR","0.499202"
"MBOAT2","0.498746"
"ACTG2","0.4987"
"NRXN3","0.498428"
"FAM90A1","0.498295"
"HECW1","0.49798"
"PRDM2","0.49798"
"CASR","0.49789"
"FUT6","0.497819"
"AFF2","0.497754"
"CACNA1D","0.496852"
"PGM5","0.496851"
"OPRK1","0.496512"
"DFNB59","0.496498"
"NME2","0.49631"
"ERV3-2","0.496217"
"SLC23A3","0.496211"
"KRT6B","0.495923"
"SOBP","0.495921"
"FERMT1","0.495647"
"TMEM155","0.495453"
"C4ORF17","0.495308"
"SEMG2","0.494471"
"IFNA21","0.494119"
"TPD52","0.493924"
"HNRNPD","0.493189"
"CRLF3","0.493034"
"TMEM192","0.492641"
"VMA21","0.492541"
"TGIF2LY","0.492254"
"ZNRF3-AS1","0.492017"
"ZNF324","0.49186"
"AURKB","0.491849"
"KLC3","0.49174"
"SEMA6D","0.491507"
"SLC23A2","0.491357"
"ABI3BP","0.490881"
"ARHGAP15","0.490682"
"RPL36A","0.490639"
"TCEAL1","0.490425"
"MRPL33","0.490419"
"RTKN2","0.490084"
"CECR6","0.489668"
"SAE1","0.489415"
"TSPAN14","0.489217"
"C21ORF119","0.489208"
"P4HA3","0.48914"
"NSA2","0.489121"
"SHISA2","0.489034"
"IL20RB","0.488611"
"NUP210L","0.488293"
"ABCE1","0.487562"
"ZNF800","0.487404"
"F2RL2","0.487201"
"KAAG1","0.486628"
"RSPH10B","0.486617"
"ZNF385B","0.486496"
"TAC1","0.486379"
"CCDC13","0.48603"
"GRIK1","0.485747"
"LOC100507033","0.48553"
"MAK16","0.485392"
"CXORF38","0.485091"
"CST8","0.484932"
"PTPDC1","0.484821"
"B4GALT5","0.484513"
"IDI2","0.484503"
"ZBTB33","0.484492"
"LOC284561","0.484484"
"NUDCD2","0.484483"
"IRF1","0.484451"
"SUB1","0.484189"
"POU4F2","0.484148"
"CHMP2B","0.484058"
"SZRD1","0.483699"
"MRPS33","0.483524"
"CLPSL2","0.483175"
"OOEP","0.483058"
"ARL6IP6","0.482948"
"FAM19A3","0.482839"
"FYTTD1","0.482771"
"LRRC3B","0.482541"
"APOL6","0.482275"
"PRKCDBP","0.482133"
"MTMR1","0.482014"
"MRPS18C","0.481987"
"COX6A2","0.481649"
"UBE2E2","0.481561"
"GUCY2F","0.48134"
"DNAJB14","0.481093"
"PHF12","0.480899"
"LOC414300","0.48075"
"RNF112","0.480679"
"GATA3","0.480482"
"ADAM19","0.480445"
"MAML3","0.480371"
"FLJ22763","0.480361"
"SHISA5","0.480337"
"LYRM9","0.48024"
"GBGT1","0.480226"
"PRDM7","0.479644"
"CBX3","0.479537"
"C8ORF31","0.47938"
"RGPD1","0.47908"
"ATG3","0.478961"
"USP53","0.478829"
"NDUFA7","0.478494"
"GZMK","0.478366"
"C21ORF90","0.477938"
"TTTY3","0.477765"
"TMPRSS9","0.477642"
"DPH3","0.477502"
"RFFL","0.477268"
"C9ORF131","0.476916"
"CD274","0.476874"
"KRT35","0.476874"
"SUGT1P3","0.476602"
"AVPR2","0.476549"
"NEK8","0.47549"
"INHBB","0.47536"
"PLAC4","0.474538"
"MYOM2","0.474112"
"NBPF3","0.47385"
"SIRPB2","0.473817"
"VNN2","0.473586"
"TSLP","0.473409"
"TMED5","0.473269"
"MAGOH","0.473104"
"PDLIM5","0.473019"
"PPP1R2","0.472956"
"CCDC173","0.472924"
"PBRM1","0.472836"
"TK2","0.472755"
"CDH12","0.472755"
"CRISPLD1","0.472641"
"PPM1K","0.472621"
"HMCN2","0.47259"
"HAUS3","0.472572"
"CACNA1G","0.472517"
"EBNA1BP2","0.47244"
"RAET1E","0.472381"
"LDHC","0.472374"
"TRAT1","0.472317"
"TLL2","0.472205"
"STAT4","0.471597"
"COL4A1","0.471552"
"OBSCN","0.471511"
"ZNF195","0.471296"
"HEY1","0.471212"
"TTC32","0.470927"
"GCKR","0.470851"
"NDUFB4","0.470671"
"KRTAP3-3","0.47047"
"TRIM46","0.47034"
"TMEM133","0.469858"
"DHX34","0.469838"
"CRY2","0.469723"
"SLC5A2","0.469561"
"ARSK","0.469356"
"AGXT","0.469226"
"TPK1","0.469047"
"DCBLD1","0.468847"
"RNF122","0.468176"
"MEPCE","0.467375"
"OGFOD3","0.467048"
"DYNLRB2","0.466662"
"CCKAR","0.466591"
"COX7C","0.466579"
"NFE4","0.466382"
"CPA1","0.466292"
"SERPINB9","0.4658"
"ZNF585A","0.465718"
"HBG2","0.465299"
"MATN4","0.465181"
"POU5F2","0.464983"
"LYRM2","0.464673"
"ITPK1","0.464383"
"TNFRSF10A","0.464185"
"HCN3","0.464089"
"PAG1","0.464024"
"CCL20","0.464007"
"WFDC10B","0.463676"
"HORMAD1","0.463589"
"LINC00476","0.463577"
"LOC440040","0.463364"
"LOC146880","0.462526"
"PHC2","0.462395"
"IDH1","0.462109"
"SLC1A2","0.461817"
"RORB","0.461778"
"CTDSP2","0.461417"
"RNF34","0.460956"
"OCLM","0.460474"
"PDCD2L","0.460336"
"PADI3","0.459756"
"TRH","0.459681"
"HIST1H4G","0.459494"
"FNDC3B","0.458824"
"TEC","0.45856"
"MBD3L2","0.458448"
"ACVRL1","0.458448"
"PMS1","0.458417"
"ERVW-1","0.458348"
"SEC11C","0.458229"
"TMEM208","0.458212"
"UBAP2L","0.458211"
"APOBEC3G","0.457983"
"OR52K3P","0.457618"
"TMPRSS11E","0.457582"
"ACTN2","0.457102"
"LOC100507022","0.456903"
"RELB","0.456735"
"SNUPN","0.456579"
"GCSHP3","0.456536"
"ACTR3BP2","0.456489"
"FAM98B","0.456106"
"MGC4859","0.455796"
"ARL11","0.45567"
"SLC35B1","0.455303"
"WDR72","0.455198"
"ENO3","0.454779"
"PDS5B","0.45455"
"JAKMIP2","0.454346"
"HSPB7","0.453934"
"PLEK2","0.453911"
"CFHR4","0.453908"
"RPA1","0.453592"
"NLRC4","0.453443"
"TRIM26","0.452917"
"TXN","0.452807"
"SULT4A1","0.452659"
"KLF10","0.452429"
"ZNF468","0.452295"
"SIX1","0.452287"
"CA2","0.452284"
"NELL2","0.452218"
"PSORS1C1","0.451926"
"C6ORF165","0.451863"
"KLRC1","0.451847"
"TTN","0.451278"
"FKBPL","0.450841"
"ARPP19","0.45079"
"OXSR1","0.450789"
"SLC9A9","0.450575"
"PTGER3","0.450238"
"ZNF525","0.45019"
"FLJ36000","0.450081"
"RPS2P45","0.450045"
"CASQ1","0.450006"
"MYO7B","0.449894"
"KCNC2","0.449024"
"RIMS2","0.448946"
"AP1S2","0.448833"
"HCG18","0.448214"
"SPRY1","0.448164"
"ECE2","0.44807"
"LIMS3-LOC440895","0.448009"
"PI4K2A","0.447669"
"C1ORF21","0.447577"
"ZNF202","0.447557"
"MS4A6A","0.447532"
"P2RX7","0.44728"
"PRB1","0.447198"
"TGM2","0.447118"
"TMEM27","0.446751"
"IFNA10","0.446658"
"EXOC3L4","0.446601"
"POU5F1","0.44654"
"EXOSC3","0.446485"
"ZNF547","0.446384"
"IL22RA1","0.446151"
"KRT82","0.445993"
"TBX4","0.445385"
"PI4K2B","0.444623"
"FGFR1OP2","0.444403"
"RASL11A","0.444065"
"PROL1","0.444028"
"TWISTNB","0.444017"
"MTA2","0.443962"
"KRTAP3-2","0.443915"
"MAP2K3","0.443595"
"HOXD8","0.443195"
"DLX5","0.442792"
"RPS18","0.44273"
"UBAP2","0.442604"
"LOC642852","0.442301"
"CREBL2","0.442165"
"ADCY10","0.442024"
"SIGLEC9","0.441693"
"CENPN","0.44127"
"PIK3AP1","0.441061"
"NOL12","0.440325"
"DAZL","0.440303"
"C2ORF47","0.440181"
"C12ORF36","0.440049"
"FAM13C","0.440005"
"SYCN","0.439979"
"GK2","0.439893"
"KIAA0226L","0.439782"
"AFP","0.439519"
"TAP2","0.439227"
"IFNA4","0.438987"
"SETD5","0.438892"
"NUDT13","0.438252"
"HAPLN2","0.438189"
"ANO1","0.438016"
"TPI1","0.437348"
"SKINTL","0.436861"
"C10ORF67","0.436587"
"B3GALT2","0.436554"
"SLC43A2","0.436495"
"LOC727820","0.436401"
"UTP14A","0.436291"
"GUCA1C","0.435988"
"MNX1","0.435922"
"CFHR5","0.43574"
"ZFP82","0.435462"
"TMSB15B","0.435335"
"E2F4","0.435304"
"C6","0.4353"
"RIOK1","0.435237"
"LOC100131170","0.43497"
"TBC1D8B","0.434789"
"TBL1XR1","0.434722"
"STRC","0.434552"
"TPH2","0.4342"
"ASIC5","0.434175"
"ADCY2","0.434035"
"FST","0.433358"
"AFM","0.433262"
"FPR1","0.433144"
"SORD","0.433061"
"SUSD3","0.432603"
"NCKAP5","0.432551"
"FGF7","0.432494"
"PIEZO2","0.432458"
"KIAA1755","0.432248"
"CDH10","0.432202"
"TMPRSS15","0.431766"
"CYYR1","0.431736"
"CRTAC1","0.431109"
"C9ORF153","0.431032"
"SLC45A1","0.430867"
"KRT222","0.430127"
"KCNG3","0.430089"
"CD101","0.429743"
"XRCC5","0.429677"
"ZEB1","0.429523"
"TLR10","0.429443"
"RPL26","0.429295"
"HELZ","0.427896"
"TMEM173","0.427666"
"PRO1483","0.427394"
"SAA4","0.427225"
"WDR33","0.426858"
"CCDC70","0.426747"
"LHFPL3-AS1","0.426473"
"KRBOX1","0.426145"
"GADD45B","0.425962"
"SOAT2","0.42587"
"UBE2Q1","0.425855"
"GPR171","0.425792"
"IBSP","0.425757"
"TEX33","0.425662"
"PP12708","0.425431"
"KCTD16","0.424962"
"TSPAN9","0.42416"
"UBA7","0.424069"
"AGXT2","0.424033"
"CLDN18","0.423897"
"UTP20","0.423873"
"SMARCD2","0.423839"
"GRPEL1","0.423709"
"MED14","0.423411"
"ADAMTS16","0.423385"
"CHCHD4","0.422747"
"KRT33B","0.422481"
"PRSS35","0.422403"
"COL6A6","0.422403"
"EYA2","0.422267"
"LOC100128239","0.422111"
"DCDC1","0.421929"
"IL11","0.421779"
"ABCG8","0.421683"
"MFAP4","0.421459"
"GTF3C4","0.421119"
"SIRPG","0.420462"
"NAALADL1","0.420328"
"CCDC84","0.420035"
"FBXO24","0.419947"
"TOP3B","0.419117"
"ATHL1","0.41878"
"C17ORF64","0.417949"
"CRYGC","0.416996"
"LOC100506253","0.41663"
"PNRC1","0.416065"
"EMX2OS","0.414806"
"PHLDA1","0.414798"
"GSTA1","0.413727"
"ACN9","0.413269"
"SLC31A1","0.412063"
"LONP2","0.411917"
"C15ORF38-AP3S2","0.411774"
"CD160","0.411475"
"DSC1","0.411316"
"LOC100507131","0.411077"
"LOC100289230","0.410523"
"ABHD12B","0.410294"
"ZNF596","0.410056"
"HRK","0.409773"
"ADAMTS6","0.409719"
"CGB2","0.409031"
"FAM19A4","0.40854"
"HSPA2","0.40824"
"ANKRD27","0.408188"
"OIP5-AS1","0.407333"
"ZIC5","0.406989"
"SLC13A3","0.406897"
"LINC00167","0.404474"
"TCEB3C","0.403294"
"SCGB1C1","0.401225"
"SLC10A1","0.400846"
"DDX58","0.400364"
"RPL37A","0.400286"
"CISD1","0.399112"
"PTGIS","0.395937"
"SH2D4B","0.393747"
"ATP10A","0.393283"
"MPP4","0.392926"
"CHRDL1","0.392071"
"P2RX1","0.390566"
"HLA-F-AS1","0.39003"
"ZBTB2","0.389666"
"COLEC11","0.389315"
"CCR6","0.385346"
"PFDN2","0.383999"
"GPR1","0.383451"
"CASP1","0.383308"
"PLEKHA4","0.382736"
"TMEM154","0.382272"
"TDG","0.381083"
"CX3CL1","0.380947"
"HOXB9","0.3796"
"SEMG1","0.379054"
"USP10","0.377568"
"SERPING1","0.377516"
"SQLE","0.377302"
"GNGT1","0.366014"
"TCEB3B","0.362476"
"PES1","0.361446"
"CABP7","0.361409"
"LOC93622","0.360557"
"USH1C","0.360019"
"CXCL1","0.357333"
"RLN2","0.356299"
"CCIN","0.35475"
